CustomerID,SalesOrderID,OrderDate,TotalDue,CustomerOrderRowNumber
14966,62586,2013-12-22,624.314,2
14967,46245,2012-04-16,3953.9884,1
14967,58596,2013-10-25,680.6358,2
14968,63091,2013-12-30,54.1119,1
14969,46473,2012-05-11,3953.9884,1
14969,57428,2013-10-04,596.689,2
14970,57819,2013-10-11,98.3119,1
14970,71652,2014-04-29,77.339,2
14971,59363,2013-11-03,44.1779,1
14972,72814,2014-05-13,62.9519,1
14973,53158,2013-07-25,33.0727,1
14974,55420,2013-08-31,44.189,1
14974,73609,2014-05-23,131.4508,2
14975,45130,2011-12-11,3953.9884,1
14975,70030,2014-04-06,2628.7398,2
14976,48614,2012-11-18,2410.6266,1
14976,57241,2013-09-30,2673.0613,2
14976,59761,2013-11-09,2696.189,3
14977,74771,2014-06-19,33.1279,1
14978,46562,2012-05-23,3953.9884,1
14978,60334,2013-11-17,697.1887,2
14979,46471,2012-05-11,3953.9884,1
14979,59284,2013-11-02,668.4808,2
14980,74300,2014-06-04,62.9519,1
14981,58508,2013-10-23,38.675,1
14981,58514,2013-10-23,40.0784,2
14982,54164,2013-08-10,130.9094,1
14982,55589,2013-09-03,37.5479,2
14983,57506,2013-10-05,38.675,1
14983,70903,2014-04-18,40.0784,2
14984,45160,2011-12-15,3953.9884,1
14984,62561,2013-12-21,858.9607,2
14984,74108,2014-05-30,2590.0758,3
14985,54402,2013-08-14,33.1279,1
14986,67121,2014-02-26,76.2119,1
14986,74742,2014-06-18,52.9737,2
14987,59675,2013-11-07,27.614,1
14988,60870,2013-11-25,40.0784,1
14988,74238,2014-06-02,38.675,2
14989,60663,2013-11-22,35.6584,1
14990,46403,2012-05-01,3953.9884,1
14990,60530,2013-11-20,657.3866,2
14991,45186,2011-12-19,3953.9884,1
14991,62512,2013-12-20,858.9607,2
14991,72655,2014-05-11,2597.8108,3
14992,65708,2014-02-04,77.339,1
14992,74408,2014-06-07,40.0784,2
14993,53690,2013-08-01,82.8529,1
14993,62324,2013-12-17,86.1458,2
14994,59102,2013-10-30,33.1279,1
14995,48705,2012-11-27,2410.6266,1
14995,62537,2013-12-21,718.7694,2
14996,61296,2013-11-30,24.2879,1
14997,46442,2012-05-07,3953.9884,1
14997,63070,2013-12-30,624.3029,2
14998,48452,2012-11-04,2699.9018,1
14998,63763,2014-01-07,679.5308,2
14999,74299,2014-06-04,46.7194,1
14999,74437,2014-06-08,16.8292,2
15000,53265,2013-07-27,51.3494,1
15001,62428,2013-12-19,34.2219,1
15002,48599,2012-11-17,2410.6266,1
15002,64065,2014-01-12,662.9779,2
15003,48503,2012-11-09,2699.9018,1
15003,64538,2014-01-19,668.7571,2
15004,48703,2012-11-27,2699.9018,1
15004,63558,2014-01-04,696.1058,2
15005,46504,2012-05-17,772.5036,1
15005,68245,2014-03-14,888.9504,2
15006,46414,2012-05-03,772.5036,1
15006,61712,2013-12-07,2535.964,2
15007,53257,2013-07-27,55.2169,1
15007,67914,2014-03-09,38.5535,2
15007,70709,2014-04-15,138.0919,3
15008,55074,2013-08-26,82.8529,1
15008,65348,2014-01-29,26.4869,2
15008,69184,2014-03-28,79.0959,3
15009,57935,2013-10-13,40.8408,1
15010,73746,2014-05-25,89.4608,1
15011,61814,2013-12-09,99.4169,1
15012,73536,2014-05-22,44.1779,1
15013,57399,2013-10-03,29.8019,1
15014,49653,2013-02-08,2288.9187,1
15014,60024,2013-11-12,1977.3423,2
15015,49948,2013-03-05,2264.2536,1
15015,59458,2013-11-04,1939.2529,2
15016,46432,2012-05-06,772.5036,1
15016,68062,2014-03-11,883.4254,2
15017,46552,2012-05-22,772.5036,1
15017,51569,2013-06-22,671.7958,2
15018,52585,2013-07-14,9.934,1
15018,53292,2013-07-28,114.3344,2
15019,54263,2013-08-12,9.934,1
15019,64899,2014-01-25,70.6869,2
15020,62637,2013-12-23,9.934,1
15020,71097,2014-04-21,34.5534,2
15021,54718,2013-08-20,33.139,1
15021,71226,2014-04-23,9.934,2
15022,49941,2013-03-04,2288.9187,1
15022,65802,2014-02-06,1025.9815,2
15023,46493,2012-05-16,772.5036,1
15023,62854,2013-12-26,2630.4194,2
15024,55931,2013-09-09,77.3169,1
15024,69729,2014-04-02,9.934,2
15025,63759,2014-01-07,27.614,1
15025,65402,2014-01-30,114.8648,2
15026,56433,2013-09-19,27.614,1
15026,64003,2014-01-11,5.514,2
15027,49980,2013-03-08,2264.2536,1
15027,66318,2014-02-14,888.9394,2
15028,50134,2013-03-24,2288.9187,1
15028,60934,2013-11-26,1939.2529,2
15029,49968,2013-03-07,2288.9187,1
15029,59883,2013-11-10,1939.2529,2
15030,50155,2013-03-26,2288.9187,1
15030,62272,2013-12-16,1895.0419,2
15031,52619,2013-07-15,35.6694,1
15031,64859,2014-01-24,9.934,2
15032,49981,2013-03-08,2264.2536,1
15032,62989,2013-12-28,1934.8329,2
15033,50168,2013-03-27,2288.9187,1
15033,63346,2013-12-31,1907.2079,2
15034,54825,2013-08-22,9.934,1
15034,71429,2014-04-26,104.3783,2
15035,50050,2013-03-15,2288.9187,1
15035,64936,2014-01-25,1879.594,2
15036,50072,2013-03-17,2264.2536,1
15036,64220,2014-01-14,1918.2579,2
15037,50135,2013-03-24,2288.9187,1
15037,64658,2014-01-20,1972.3808,2
15038,50156,2013-03-26,2264.2536,1
15038,65005,2014-01-26,1879.594,2
15039,60845,2013-11-25,9.934,1
15039,66770,2014-02-21,77.3169,2
15040,50120,2013-03-23,2288.9187,1
15040,64935,2014-01-25,1918.2579,2
15041,50169,2013-03-27,2288.9187,1
15041,63732,2014-01-06,1939.2529,2
15042,50121,2013-03-23,2288.9187,1
15042,66059,2014-02-09,1918.2579,2
15043,50040,2013-03-14,2288.9187,1
15043,65667,2014-02-03,1961.8944,2
15044,50065,2013-03-16,2264.2536,1
15044,65375,2014-01-29,1938.6783,2
15045,62788,2013-12-25,54.6754,1
15046,45180,2011-12-18,3953.9884,1
15046,73271,2014-05-19,2613.3029,2
15047,45187,2011-12-19,3953.9884,1
15047,62515,2013-12-20,835.7447,2
15047,73423,2014-05-21,2580.1419,3
15048,45345,2012-01-01,3953.9884,1
15048,61582,2013-12-05,858.9607,2
15048,72071,2014-05-03,2580.1419,3
15049,71586,2014-04-28,79.5269,1
15050,46585,2012-05-27,3953.9884,1
15050,61277,2013-11-30,693.9069,2
15051,45397,2012-01-09,3953.9884,1
15051,64159,2014-01-13,858.9607,2
15051,72009,2014-05-02,2535.964,3
15052,52707,2013-07-16,8.0444,1
15052,71587,2014-04-28,41.2055,2
15053,66532,2014-02-17,103.2954,1
15054,46437,2012-05-07,3953.9884,1
15054,61735,2013-12-08,637.5298,2
15055,46394,2012-05-01,3953.9884,1
15055,62406,2013-12-19,662.9779,2
15056,45425,2012-01-13,3953.9884,1
15056,64769,2014-01-22,830.2307,2
15056,72072,2014-05-03,2673.4812,3
15057,55846,2013-09-07,82.8529,1
15057,68314,2014-03-15,44.1779,2
15058,45401,2012-01-10,3953.9884,1
15058,64714,2014-01-21,830.2307,2
15058,72282,2014-05-06,2552.5169,3
15059,45398,2012-01-09,3953.9884,1
15059,63600,2014-01-04,929.6476,2
15059,73511,2014-05-22,2623.2258,3
15060,74174,2014-05-31,27.614,1
15061,48642,2012-11-21,2410.6266,1
15061,63299,2013-12-31,662.9779,2
15062,45371,2012-01-05,3953.9884,1
15062,65004,2014-01-26,830.2307,2
15062,73509,2014-05-22,2602.2529,3
15063,46528,2012-05-20,3953.9884,1
15063,63955,2014-01-10,613.2419,2
15064,48522,2012-11-10,2699.9018,1
15064,65031,2014-01-27,606.6229,2
15065,53745,2013-08-02,26.8184,1
15066,64639,2014-01-20,27.614,1
15067,48657,2012-11-22,2410.6266,1
15067,65512,2014-02-01,687.2658,2
15068,57505,2013-10-05,89.4387,1
15069,53808,2013-08-03,79.5048,1
15070,48424,2012-11-01,2410.6266,1
15070,66653,2014-02-19,651.1323,2
15071,48505,2012-11-09,2410.6266,1
15071,66654,2014-02-19,624.314,2
15072,48506,2012-11-09,2410.6266,1
15072,66894,2014-02-23,634.2479,2
15073,46409,2012-05-03,3953.9884,1
15073,64687,2014-01-21,624.314,2
15074,74829,2014-06-21,94.4554,1
15075,53217,2013-07-26,77.339,1
15075,70977,2014-04-19,5.514,2
15076,73364,2014-05-20,106.5883,1
15077,45377,2012-01-06,3953.9884,1
15077,63671,2014-01-05,858.9607,2
15077,73419,2014-05-21,2561.3016,3
15078,45365,2012-01-04,3953.9884,1
15078,66410,2014-02-15,820.2968,2
15078,73874,2014-05-27,2602.2529,3
15079,48675,2012-11-24,2410.6266,1
15079,66445,2014-02-16,607.7279,2
15080,46598,2012-05-29,3953.9884,1
15080,54880,2013-08-22,2659.7792,2
15080,61794,2013-12-09,2563.589,3
15081,45352,2012-01-02,3953.9884,1
15081,73508,2014-05-22,2566.1194,2
15082,48524,2012-11-10,2410.6266,1
15082,59219,2013-11-01,2666.8954,2
15082,59482,2013-11-04,2732.7092,3
15083,45693,2012-02-15,3953.9884,1
15083,71960,2014-05-01,2552.5169,2
15084,46876,2012-06-23,2410.6266,1
15084,54147,2013-08-09,2673.0613,2
15084,62887,2013-12-27,2650.3094,3
15085,49032,2012-12-30,2699.9018,1
15085,59403,2013-11-03,2673.0613,2
15085,62034,2013-12-13,2615.4908,3
15086,48930,2012-12-15,2410.6266,1
15086,61491,2013-12-04,2618.8169,2
15086,64841,2014-01-23,2659.7792,3
15087,45729,2012-02-21,3953.9884,1
15087,74038,2014-05-29,2584.5619,2
15088,45713,2012-02-18,3953.9884,1
15088,74039,2014-05-29,2561.3016,2
15089,45745,2012-02-23,3953.9884,1
15089,72869,2014-05-14,2560.2519,2
15090,62654,2013-12-23,181.209,1
15091,57558,2013-10-06,44.1779,1
15092,56406,2013-09-18,40.432,1
15093,48952,2012-12-19,2699.9018,1
15093,60837,2013-11-25,2574.6279,2
15093,70464,2014-04-12,2754.0136,3
15094,48796,2012-11-30,2410.6266,1
15094,60194,2013-11-15,2612.1758,2
15094,70953,2014-04-19,2832.5018,3
15095,48922,2012-12-15,2699.9018,1
15095,59151,2013-10-31,2563.589,2
15095,72646,2014-05-11,2754.0136,3
15096,66604,2014-02-18,77.339,1
15097,45694,2012-02-15,3953.9884,1
15097,61550,2013-12-05,2582.6834,2
15097,63534,2014-01-03,2720.0128,3
15098,62789,2013-12-25,42.9624,1
15099,60078,2013-11-13,100.0909,1
15100,46730,2012-06-05,2410.6266,1
15100,54714,2013-08-19,2673.0613,2
15100,61668,2013-12-07,2598.9158,3
15101,46731,2012-06-05,2410.6266,1
15101,53919,2013-08-05,2673.0613,2
15101,62409,2013-12-19,2588.9377,3
15102,68431,2014-03-17,67.4934,1
15102,71533,2014-04-27,40.0784,2
15103,53810,2013-08-03,79.0959,1
15103,72311,2014-05-06,40.0784,2
15104,62497,2013-12-20,77.339,1
15105,53744,2013-08-02,132.5779,1
15106,45758,2012-02-25,3953.9884,1
15106,62410,2013-12-19,2618.8058,2
15106,64219,2014-01-14,2732.7203,3
15107,55061,2013-08-26,77.339,1
15108,59742,2013-11-08,98.3119,1
15108,67874,2014-03-08,134.3349,2
15109,60074,2013-11-13,132.5779,1
15110,74053,2014-05-29,77.339,1
15111,74743,2014-06-18,87.2729,1
15112,52596,2013-07-14,104.4004,1
15113,74830,2014-06-21,132.5779,1
15114,46701,2012-06-02,2410.6266,1
15114,54656,2013-08-18,2674.4757,2
15114,62589,2013-12-22,2560.2519,3
15115,61884,2013-12-10,104.4004,1
15116,46702,2012-06-02,2699.9018,1
15116,54037,2013-08-07,2682.9953,2
15116,61796,2013-12-09,2587.3133,3
15117,46855,2012-06-20,2410.6266,1
15117,56186,2013-09-13,2649.8453,2
15117,63017,2013-12-29,2646.4198,3
15118,45593,2012-01-31,3953.9884,1
15118,61492,2013-12-04,2535.964,2
15118,64657,2014-01-20,2682.9953,3
15119,58616,2013-10-25,40.0784,1
15119,72889,2014-05-14,36.023,2
15120,49988,2013-03-09,2264.2536,1
15120,66251,2014-02-12,2604.7944,2
15120,70246,2014-04-08,896.5086,3
15121,50157,2013-03-26,2288.9187,1
15121,65854,2014-02-06,2580.1419,2
15121,73030,2014-05-15,879.9557,3
15122,50008,2013-03-11,2288.9187,1
15122,65610,2014-02-02,2570.1858,2
15122,73096,2014-05-16,879.9557,3
15123,62879,2013-12-27,34.5534,1
15123,71357,2014-04-25,55.239,2
15124,58422,2013-10-22,107.6823,1
15124,58477,2013-10-23,27.614,2
15125,52779,2013-07-18,34.5534,1
15125,72279,2014-05-06,55.239,2
15126,53014,2013-07-23,65.1729,1
15126,69311,2014-03-30,30.1444,2
15127,50051,2013-03-15,2288.9187,1
15127,67186,2014-02-27,2580.1529,2
15127,72356,2014-05-06,857.8447,3
15128,56339,2013-09-17,30.1444,1
15128,57753,2013-10-10,55.239,2
15129,50034,2013-03-13,2288.9187,1
15129,67187,2014-02-27,2535.964,2
15129,72267,2014-05-05,896.5086,3
15130,49989,2013-03-09,2264.2536,1
15130,66618,2014-02-18,2678.4648,2
15130,72512,2014-05-08,820.2968,3
15131,63883,2014-01-09,34.5534,1
15131,64532,2014-01-19,55.239,2
15132,62878,2013-12-27,102.7208,1
15132,71702,2014-04-30,65.1729,2
15133,50158,2013-03-26,2288.9187,1
15133,65778,2014-02-05,2646.4419,2
15133,73939,2014-05-27,852.3307,3
15134,50149,2013-03-25,2288.9187,1
15134,67743,2014-03-06,2574.639,2
15134,71998,2014-05-01,829.0815,3
15135,50126,2013-03-23,2288.9187,1
15135,67390,2014-03-01,2552.5169,2
15136,51974,2013-07-02,38.664,1
15136,65954,2014-02-08,30.1444,2
15137,52783,2013-07-18,108.2569,1
15137,57373,2013-10-03,70.6869,2
15138,51883,2013-06-30,38.664,1
15138,69164,2014-03-28,97.7483,2
15139,54668,2013-08-19,38.664,1
15139,56697,2013-09-24,27.614,2
15140,52216,2013-07-07,30.1444,1
15140,69316,2014-03-30,38.664,2
15141,66208,2014-02-12,38.664,1
15141,73793,2014-05-26,32.0229,2
15142,64062,2014-01-12,125.3844,1
15142,71624,2014-04-29,27.614,2
15143,49915,2013-03-01,2288.9187,1
15143,68010,2014-03-10,2535.964,2
15144,49954,2013-03-06,2264.2536,1
15144,68011,2014-03-10,2535.964,2
15145,49916,2013-03-01,2288.9187,1
15145,69222,2014-03-28,2538.4944,2
15146,61315,2013-12-01,140.2798,1
15146,62027,2013-12-13,38.664,2
15147,56432,2013-09-19,41.9569,1
15147,63692,2014-01-06,65.7254,2
15148,54773,2013-08-21,65.7254,1
15148,59654,2013-11-07,34.5534,2
15149,60843,2013-11-25,38.664,1
15149,70943,2014-04-19,32.0229,2
15150,50187,2013-03-29,2264.2536,1
15150,67551,2014-03-03,2574.6279,2
15151,50060,2013-03-16,2264.2536,1
15151,68932,2014-03-24,2535.964,2
15152,49955,2013-03-06,2264.2536,1
15152,68862,2014-03-23,2669.0944,2
15153,53192,2013-07-26,98.3229,1
15153,65399,2014-01-30,27.614,2
15154,54824,2013-08-22,93.9029,1
15154,74255,2014-06-03,27.614,2
15155,46822,2012-06-16,865.204,1
15155,61409,2013-12-02,2614.3748,2
15156,55058,2013-08-26,138.114,1
15157,52091,2013-07-04,136.9979,1
15157,55489,2013-09-01,82.8529,2
15157,71720,2014-04-30,16.5529,3
15158,52696,2013-07-16,44.1779,1
15159,70966,2014-04-19,8.0444,1
15160,75105,2014-06-30,109.3508,1
15161,53215,2013-07-26,8.0444,1
15162,64633,2014-01-20,11.039,1
15162,69683,2014-04-01,77.339,2
15162,71179,2014-04-22,82.8529,3
15163,66288,2014-02-13,8.0444,1
15164,62363,2013-12-18,5.514,1
15165,61755,2013-12-08,44.1779,1
15166,46842,2012-06-18,865.204,1
15166,62379,2013-12-18,2587.8769,2
15167,46880,2012-06-23,865.204,1
15167,64215,2014-01-14,2649.7348,2
15168,66727,2014-02-20,44.1779,1
15169,49933,2013-03-03,2288.9187,1
15169,66015,2014-02-09,937.5594,2
15170,50075,2013-03-17,2288.9187,1
15170,67942,2014-03-09,2563.589,2
15171,49922,2013-03-02,2264.2536,1
15171,67685,2014-03-05,2588.9266,2
15172,52171,2013-07-06,40.0784,1
15172,60902,2013-11-26,70.6869,2
15172,60999,2013-11-27,49.9902,3
15172,70691,2014-04-15,77.3169,4
15173,56568,2013-09-21,50.7748,1
15174,66909,2014-02-23,110.3895,1
15175,60232,2013-11-15,2725.2173,1
15175,69148,2014-03-27,2634.3974,2
15176,59547,2013-11-05,2552.5169,1
15176,69009,2014-03-25,2644.3313,2
15177,71523,2014-04-27,8.0444,1
15178,50095,2013-03-19,2264.2536,1
15178,68327,2014-03-15,2647.5358,2
15179,49983,2013-03-08,2288.9187,1
15179,68791,2014-03-22,2622.6844,2
15180,49990,2013-03-09,2288.9187,1
15180,68936,2014-03-24,2646.4419,2
15181,50007,2013-03-11,2288.9187,1
15181,67892,2014-03-08,2626.5408,2
15182,50139,2013-03-24,2288.9187,1
15182,69298,2014-03-29,2563.589,2
15183,50001,2013-03-10,2288.9187,1
15183,68662,2014-03-20,2538.4944,2
15184,50094,2013-03-19,2288.9187,1
15184,67549,2014-03-03,2618.8058,2
15185,49912,2013-03-01,2288.9187,1
15185,68384,2014-03-16,2566.1194,2
15186,55393,2013-08-31,65.7254,1
15186,74366,2014-06-07,30.1444,2
15187,60548,2013-11-20,2547.0029,1
15187,69229,2014-03-28,2674.4757,2
15188,46802,2012-06-13,865.204,1
15188,68442,2014-03-17,937.5594,2
15189,46896,2012-06-25,865.204,1
15189,68443,2014-03-17,850.2865,2
15190,72378,2014-05-07,109.3508,1
15191,46765,2012-06-09,865.204,1
15191,67618,2014-03-04,850.2865,2
15192,49913,2013-03-01,2264.2536,1
15192,68009,2014-03-10,2580.1529,2
15193,46823,2012-06-16,865.204,1
15193,65064,2014-01-27,2681.7687,2
15194,46852,2012-06-19,865.204,1
15194,64504,2014-01-18,2641.9998,2
15195,46787,2012-06-11,865.204,1
15195,64931,2014-01-25,2621.0158,2
15196,46916,2012-06-28,865.204,1
15196,63598,2014-01-04,2625.9773,2
15197,61615,2013-12-06,55.2169,1
15197,73906,2014-05-27,118.1798,2
15197,74762,2014-06-19,38.5535,3
15198,52387,2013-07-10,8.0444,1
15199,46707,2012-06-02,865.204,1
15199,64591,2014-01-19,2538.4944,2
15200,47183,2012-07-13,865.204,1
15200,63862,2014-01-08,2607.7779,2
15201,60875,2013-11-25,2607.7779,1
15201,69301,2014-03-29,2688.5092,2
15202,63026,2013-12-29,14.2987,1
15203,47081,2012-07-01,865.204,1
15203,64587,2014-01-19,2683.4483,2
15204,49987,2013-03-09,2264.2536,1
15204,68445,2014-03-17,2646.4419,2
15205,50026,2013-03-12,2288.9187,1
15205,69294,2014-03-29,2610.3084,2
15206,59144,2013-10-31,70.6869,1
15206,68744,2014-03-22,38.664,2
15207,49914,2013-03-01,2288.9187,1
15207,69295,2014-03-29,2624.3529,2
15208,49971,2013-03-07,2264.2536,1
15208,66319,2014-02-14,997.2183,2
15209,50125,2013-03-23,2264.2536,1
15209,67205,2014-02-28,958.5433,2
15210,49944,2013-03-04,2288.9187,1
15210,67577,2014-03-04,944.7419,2
15211,49972,2013-03-07,2288.9187,1
15211,71131,2014-04-21,927.6254,2
15212,56132,2013-09-13,5.514,1
15212,73584,2014-05-23,70.6869,2
15213,49953,2013-03-06,2264.2536,1
15213,71419,2014-04-25,850.2865,2
15214,50499,2013-04-14,2288.9187,1
15214,67742,2014-03-06,2673.5033,2
15215,50515,2013-04-17,2264.2536,1
15215,68251,2014-03-14,2673.5033,2
15216,52580,2013-07-14,30.1444,1
15216,55819,2013-09-07,82.2783,2
15217,52780,2013-07-18,34.5534,1
15217,71567,2014-04-28,11.039,2
15218,50634,2013-04-28,2264.2536,1
15218,67462,2014-03-02,2596.7279,2
15219,50448,2013-04-09,2264.2536,1
15219,67550,2014-03-03,2596.7279,2
15220,50611,2013-04-26,2264.2536,1
15220,69064,2014-03-26,2580.1529,2
15221,50467,2013-04-11,2288.9187,1
15221,68931,2014-03-24,2625.9773,2
15222,60388,2013-11-18,38.664,1
15222,69163,2014-03-28,97.7483,2
15223,50422,2013-04-06,2288.9187,1
15223,68065,2014-03-11,2535.964,2
15224,57481,2013-10-05,40.8077,1
15224,71496,2014-04-27,38.664,2
15225,50345,2013-03-31,2288.9187,1
15225,69065,2014-03-26,2574.639,2
15226,50490,2013-04-13,2288.9187,1
15226,68605,2014-03-19,2563.589,2
15227,50457,2013-04-10,2264.2536,1
15227,69371,2014-03-30,2674.6083,2
15228,50559,2013-04-21,2264.2536,1
15228,68326,2014-03-15,2570.1858,2
15229,50406,2013-04-05,2264.2536,1
15229,70436,2014-04-11,866.8394,2
15230,64526,2014-01-19,164.6229,1
15230,74656,2014-06-16,103.8369,2
15231,67491,2014-03-03,65.7254,1
15231,74690,2014-06-17,34.5534,2
15232,60648,2013-11-22,16.5529,1
15232,64527,2014-01-19,27.614,2
15233,61600,2013-12-06,38.664,1
15233,66644,2014-02-19,27.614,2
15234,54981,2013-08-25,38.664,1
15234,63006,2013-12-29,27.614,2
15235,60769,2013-11-24,80.5877,1
15235,65024,2014-01-27,130.3458,2
15236,55181,2013-08-29,41.9569,1
15236,59279,2013-11-02,98.3229,2
15237,59417,2013-11-04,38.664,1
15237,68740,2014-03-22,34.5534,2
15238,59918,2013-11-11,38.664,1
15238,68269,2014-03-15,70.6869,2
15239,62397,2013-12-19,70.6869,1
15239,63627,2014-01-05,65.7254,2
15240,62166,2013-12-15,11.039,1
15240,72790,2014-05-13,70.6869,2
15241,62752,2013-12-25,32.0229,1
15241,63691,2014-01-06,25.3377,2
15242,64055,2014-01-12,30.1444,1
15242,64792,2014-01-23,11.039,2
15243,69345,2014-03-30,40.8408,1
15244,54296,2013-08-12,46.7194,1
15244,58854,2013-10-29,91.6598,2
15244,63835,2014-01-08,4.409,3
15244,69267,2014-03-29,55.2169,4
15245,63088,2013-12-30,34.2219,1
15246,58740,2013-10-27,24.2879,1
15247,57718,2013-10-09,8.0444,1
15248,70404,2014-04-11,71.2394,1
15249,65705,2014-02-04,51.3494,1
15250,57503,2013-10-05,62.9519,1
15251,57547,2013-10-06,76.2119,1
15251,64474,2014-01-18,6.9394,2
15251,74983,2014-06-26,55.2169,3
15251,75121,2014-06-30,82.8529,4
15252,47311,2012-07-26,865.204,1
15252,69292,2014-03-29,850.2865,2
15253,63555,2014-01-04,9.934,1
15253,70948,2014-04-19,77.3169,2
15254,47082,2012-07-01,865.204,1
15254,68246,2014-03-14,929.8133,2
15255,47113,2012-07-05,865.204,1
15255,70215,2014-04-08,888.9504,2
15256,47206,2012-07-16,865.204,1
15256,70990,2014-04-19,937.5594,2
15257,52189,2013-07-06,44.1779,1
15258,67044,2014-02-25,5.514,1
15259,74354,2014-06-06,24.2879,1
15260,55640,2013-09-04,50.7748,1
15261,55871,2013-09-08,59.0844,1
15261,62947,2013-12-28,19.0834,2
15262,50481,2013-04-12,2288.9187,1
15262,66302,2014-02-13,1879.594,2
15263,67697,2014-03-06,77.3169,1
15263,75035,2014-06-28,9.934,2
15264,54723,2013-08-20,9.934,1
15264,65633,2014-02-03,33.139,2
15265,50368,2013-04-02,2264.2536,1
15265,69634,2014-03-31,937.5594,2
15266,50593,2013-04-24,2288.9187,1
15266,70859,2014-04-17,954.6648,2
15267,50574,2013-04-22,2264.2536,1
15267,73922,2014-05-27,888.9504,2
15268,50355,2013-04-01,2288.9187,1
15268,72920,2014-05-14,850.2865,2
15269,56876,2013-09-27,8.0444,1
15270,63713,2014-01-06,44.1779,1
15271,65655,2014-02-03,44.1779,1
15272,71443,2014-04-26,71.2394,1
15273,55770,2013-09-06,114.3454,1
15274,58220,2013-10-18,126.4783,1
15275,53425,2013-07-30,15.4479,1
15276,47254,2012-07-21,865.204,1
15276,51567,2013-06-22,622.9659,2
15277,60662,2013-11-22,106.5662,1
15278,52193,2013-07-06,62.9519,1
15279,67606,2014-03-04,62.9519,1
15280,47312,2012-07-26,865.204,1
15280,64588,2014-01-19,2576.8048,2
15281,54740,2013-08-20,44.1779,1
15282,67870,2014-03-08,8.0444,1
15283,68131,2014-03-12,956.8748,1
15284,47089,2012-07-02,865.204,1
15284,70913,2014-04-18,995.5387,2
15285,54499,2013-08-16,44.1779,1
15286,70547,2014-04-13,75.6815,1
15287,47322,2012-07-27,865.204,1
15287,70290,2014-04-09,992.7983,2
15288,47083,2012-07-01,865.204,1
15288,71670,2014-04-29,874.5744,2
15289,47276,2012-07-23,865.204,1
15289,69705,2014-04-01,874.5744,2
15290,47550,2012-08-13,865.204,1
15290,70138,2014-04-07,987.2844,2
15291,70851,2014-04-17,982.8644,1
15292,67722,2014-03-06,60.7308,1
15293,74605,2014-06-14,44.1779,1
15294,56625,2013-09-22,66.2779,1
15295,60006,2013-11-12,8.0444,1
15296,67800,2014-03-07,8.0444,1
15297,61689,2013-12-07,44.1779,1
15298,71171,2014-04-22,8.0444,1
15299,71522,2014-04-27,8.0444,1
15300,75051,2014-06-28,5.514,1
15301,53103,2013-07-24,16.8292,1
15302,47614,2012-08-23,865.204,1
15302,63925,2014-01-09,2598.9158,2
15303,47465,2012-08-01,865.204,1
15303,65132,2014-01-28,2535.964,2
15304,59378,2013-11-03,2618.8058,1
15304,68729,2014-03-21,2732.7092,2
15305,56565,2013-09-21,16.8292,1
15306,74293,2014-06-04,99.4169,1
15307,55352,2013-08-30,44.1779,1
15308,47517,2012-08-09,865.204,1
15308,69765,2014-04-02,927.6254,2
15309,47609,2012-08-22,865.204,1
15309,69762,2014-04-02,927.6254,2
15310,59745,2013-11-08,46.7194,1
15310,61053,2013-11-28,19.0834,2
15310,66332,2014-02-14,38.5535,3
15311,47507,2012-08-08,865.204,1
15311,70065,2014-04-06,927.6254,2
15312,47530,2012-08-11,865.204,1
15312,69763,2014-04-02,937.5594,2
15313,64405,2014-01-17,8.0444,1
15314,47541,2012-08-12,865.204,1
15314,70850,2014-04-17,876.7733,2
15315,55895,2013-09-08,5.514,1
15316,69687,2014-04-01,8.0444,1
15317,57716,2013-10-09,60.7529,1
15318,72089,2014-05-03,44.1779,1
15319,51948,2013-07-01,8.0444,1
15320,47585,2012-08-18,865.204,1
15320,64353,2014-01-16,2618.8169,2
15321,47639,2012-08-26,865.204,1
15321,63730,2014-01-06,2574.639,2
15322,47586,2012-08-18,865.204,1
15322,64589,2014-01-19,2618.8058,2
15323,71182,2014-04-22,888.9394,1
15324,73288,2014-05-19,56.2887,1
15325,47531,2012-08-11,865.204,1
15325,70715,2014-04-15,885.9559,2
15326,64140,2014-01-13,191.1429,1
15327,71520,2014-04-27,44.1779,1
15328,47561,2012-08-15,865.204,1
15328,64590,2014-01-19,2670.1773,2
15329,47615,2012-08-23,865.204,1
15329,64217,2014-01-14,2598.9158,2
15330,52501,2013-07-12,44.1779,1
15331,56661,2013-09-23,8.0444,1
15332,71649,2014-04-29,44.1779,1
15333,47734,2012-08-30,865.204,1
15333,69764,2014-04-02,937.5594,2
15334,74067,2014-05-29,937.5594,1
15335,70338,2014-04-10,44.1779,1
15336,74867,2014-06-22,8.0444,1
15337,47740,2012-08-31,865.204,1
15337,71464,2014-04-26,927.6254,2
15338,47842,2012-09-14,865.204,1
15338,70427,2014-04-11,900.2546,2
15339,47843,2012-09-14,865.204,1
15339,70716,2014-04-15,927.6254,2
15340,54488,2013-08-16,82.2783,1
15340,63530,2014-01-03,44.189,2
15340,72208,2014-05-05,45.957,3
15341,47854,2012-09-16,865.204,1
15341,71668,2014-04-29,927.6254,2
15342,47849,2012-09-15,865.204,1
15342,69983,2014-04-05,954.6869,2
15343,47741,2012-08-31,865.204,1
15343,71539,2014-04-27,850.2865,2
15344,56354,2013-09-17,5.514,1
