SalesOrderID,OrderDate,CustomerID,TotalDue,DenseTotalDueRank
46079,2012-03-30,29807,6853.1265,2077
44553,2011-10-01,29968,6840.4298,2078
46023,2012-03-30,30058,6840.4298,2078
71900,2014-05-01,29878,6838.1597,2079
47452,2012-07-31,29873,6832.903,2080
69507,2014-03-31,29731,6822.2893,2081
71876,2014-05-01,29529,6813.7989,2082
65322,2014-01-29,29873,6809.6892,2083
57172,2013-09-30,29506,6809.2754,2084
57091,2013-09-30,30054,6801.9073,2085
44097,2011-08-01,29651,6796.0326,2086
49838,2013-02-28,29805,6773.2996,2087
69405,2014-03-31,29519,6750.572,2088
51848,2013-06-30,30047,6749.6866,2089
45071,2011-12-01,29533,6733.5399,2090
45271,2012-01-01,29555,6733.5399,2090
57073,2013-09-30,30021,6716.46,2091
46605,2012-05-30,30039,6700.5716,2092
57139,2013-09-30,29784,6682.801,2093
53542,2013-07-31,30037,6680.1068,2094
47000,2012-06-30,29558,6639.3545,2095
57159,2013-09-30,29863,6623.1044,2096
57013,2013-09-30,29620,6622.9183,2097
47984,2012-09-30,29865,6622.6191,2098
67318,2014-03-01,29570,6606.6215,2099
71843,2014-05-01,29730,6602.909,2100
50736,2013-04-30,30106,6575.9192,2101
69541,2014-03-31,29830,6561.3368,2102
44765,2011-10-31,29577,6553.8361,2103
51698,2013-06-30,29539,6551.0071,2104
51085,2013-05-30,30039,6537.5727,2105
58960,2013-10-30,30019,6529.3767,2106
57110,2013-09-30,29800,6503.0188,2107
46621,2012-05-30,29973,6467.8143,2108
57104,2013-09-30,30011,6456.1737,2109
57038,2013-09-30,29684,6448.3901,2110
57174,2013-09-30,30035,6442.7107,2111
58955,2013-10-30,29527,6442.7107,2111
47350,2012-07-31,29781,6442.7007,2112
43675,2011-05-31,29827,6434.0848,2113
51161,2013-05-30,29634,6427.7062,2114
53467,2013-07-31,29709,6398.8469,2115
46979,2012-06-30,30023,6385.2135,2116
51094,2013-05-30,29970,6380.8276,2117
46331,2012-04-30,29969,6377.4207,2118
67267,2014-03-01,29591,6369.2493,2119
57135,2013-09-30,29588,6361.8158,2120
57109,2013-09-30,29571,6348.301,2121
47971,2012-09-30,30011,6347.8565,2122
48286,2012-10-30,29781,6347.8565,2122
49088,2012-12-31,29798,6347.8565,2122
51165,2013-05-30,29871,6346.4557,2123
50200,2013-03-30,29677,6310.6152,2124
43684,2011-05-31,29912,6301.6258,2125
71814,2014-05-01,29750,6288.2405,2126
46675,2012-05-30,29805,6270.923,2127
57029,2013-09-30,29865,6257.7597,2128
44286,2011-08-31,30052,6236.3616,2129
71935,2014-05-01,29531,6230.47,2130
63183,2013-12-31,29593,6229.2392,2131
46361,2012-04-30,30013,6226.609,2132
50266,2013-03-30,29598,6210.2198,2133
71911,2014-05-01,29948,6192.7327,2134
46950,2012-06-30,29677,6189.316,2135
44515,2011-10-01,29675,6183.7133,2136
45058,2011-12-01,29761,6180.436,2137
50261,2013-03-30,29797,6166.6034,2138
59050,2013-10-30,30034,6165.7914,2139
51746,2013-06-30,29798,6157.0285,2140
69404,2014-03-31,29984,6125.9279,2141
65170,2014-01-29,29709,6122.4885,2142
71925,2014-05-01,30034,6099.4268,2143
65296,2014-01-29,30031,6079.0624,2144
63269,2013-12-31,29830,6072.6121,2145
55244,2013-08-30,29970,6048.2347,2146
49850,2013-02-28,29683,6044.7771,2147
47709,2012-08-30,29879,6030.2819,2148
57057,2013-09-30,29983,6023.0032,2149
46984,2012-06-30,29983,6006.4826,2150
57148,2013-09-30,29593,5998.4787,2151
51867,2013-06-30,30061,5983.462,2152
50708,2013-04-30,30037,5976.6219,2153
69493,2014-03-31,29633,5973.6456,2154
49871,2013-02-28,29879,5955.375,2155
51116,2013-05-30,29761,5955.0296,2156
55288,2013-08-30,29778,5942.5855,2157
50205,2013-03-30,29865,5913.1963,2158
50192,2013-03-30,29539,5871.3955,2159
51816,2013-06-30,29846,5866.3595,2160
51705,2013-06-30,29519,5863.4434,2161
44760,2011-10-31,29897,5861.3493,2162
69487,2014-03-31,29800,5828.2644,2163
49039,2012-12-31,29797,5816.7379,2164
51812,2013-06-30,29868,5814.6709,2165
51129,2013-05-30,29654,5799.5477,2166
67331,2014-03-01,29520,5796.8276,2167
51134,2013-05-30,29670,5788.54,2168
50275,2013-03-30,29985,5771.7407,2169
61237,2013-11-30,29656,5759.8414,2170
47032,2012-06-30,30022,5758.2551,2171
65216,2014-01-29,30007,5751.9518,2172
65258,2014-01-29,29690,5750.7313,2173
69389,2014-03-31,29797,5736.3009,2174
51135,2013-05-30,29778,5705.9547,2175
57147,2013-09-30,29665,5704.3864,2176
69552,2014-03-31,29521,5700.1871,2177
69491,2014-03-31,29556,5695.2197,2178
45044,2011-12-01,30052,5695.1541,2179
43666,2011-05-31,30052,5694.8564,2180
51844,2013-06-30,30022,5690.2167,2181
49112,2012-12-31,29571,5689.8038,2182
49145,2012-12-31,29880,5689.8038,2182
59024,2013-10-30,29804,5683.6133,2183
47963,2012-09-30,29620,5664.417,2184
49134,2012-12-31,29869,5664.417,2184
47659,2012-08-30,30039,5663.7708,2185
63243,2013-12-31,30035,5652.7858,2186
44087,2011-08-01,29944,5641.191,2187
49482,2013-01-28,30029,5639.0301,2188
65211,2014-01-29,30034,5636.47,2189
49097,2012-12-31,29986,5628.7238,2190
50283,2013-03-30,29731,5614.5544,2191
57123,2013-09-30,29731,5612.7444,2192
48319,2012-10-30,29951,5597.8045,2193
53486,2013-07-31,29711,5576.2074,2194
47457,2012-07-31,29678,5575.9343,2195
47966,2012-09-30,29539,5559.7175,2196
57016,2013-09-30,29539,5549.4792,2197
65229,2014-01-29,29721,5499.0027,2198
58988,2013-10-30,29975,5492.9726,2199
47404,2012-07-31,30106,5485.5969,2200
69538,2014-03-31,29544,5483.8503,2201
51091,2013-05-30,29591,5447.8207,2202
65256,2014-01-29,29531,5445.4632,2203
46658,2012-05-30,29879,5444.514,2204
51700,2013-06-30,29677,5422.2969,2205
46949,2012-06-30,29988,5419.5812,2206
44802,2011-10-31,29808,5416.248,2207
48763,2012-11-30,29795,5379.437,2208
55247,2013-08-30,29631,5364.3923,2209
63138,2013-12-31,29677,5344.1245,2210
47406,2012-07-31,29833,5319.0455,2211
46033,2012-03-30,30011,5309.1103,2212
63151,2013-12-31,29540,5306.2772,2213
65171,2014-01-29,29803,5306.2772,2213
67299,2014-03-01,29654,5306.2772,2213
44500,2011-10-01,29865,5303.3339,2214
48314,2012-10-30,29975,5302.2384,2215
61214,2013-11-30,29778,5299.0213,2216
49048,2012-12-31,29677,5289.8804,2217
51718,2013-06-30,29540,5282.286,2218
51099,2013-05-30,29631,5276.6421,2219
63178,2013-12-31,29544,5259.5063,2220
57098,2013-09-30,29828,5259.3753,2221
51753,2013-06-30,29586,5241.7147,2222
63220,2013-12-31,29814,5227.482,2223
65162,2014-01-29,30037,5212.7355,2224
48002,2012-09-30,29675,5190.1966,2225
57094,2013-09-30,29986,5165.9648,2226
49878,2013-02-28,29520,5143.1463,2227
58937,2013-10-30,30027,5130.5625,2228
48348,2012-10-30,29856,5120.0644,2229
57050,2013-09-30,29977,5119.1939,2230
63146,2013-12-31,29865,5097.5511,2231
53592,2013-07-31,29948,5097.1925,2232
44291,2011-08-31,29747,5093.9316,2233
51821,2013-06-30,29521,5089.9487,2234
50758,2013-04-30,29873,5081.4712,2235
50281,2013-03-30,30030,5072.0424,2236
46353,2012-04-30,29769,5062.2138,2237
47383,2012-07-31,30007,5059.0373,2238
44091,2011-08-01,29914,5055.9137,2239
53507,2013-07-31,29527,5049.254,2240
65165,2014-01-29,29762,5045.1713,2241
71873,2014-05-01,29801,5045.1713,2241
51730,2013-06-30,30076,5042.725,2242
57113,2013-09-30,29569,5038.6715,2243
49862,2013-02-28,29778,5033.7347,2244
46352,2012-04-30,29755,5010.5622,2245
61221,2013-11-30,29591,5001.7686,2246
48369,2012-10-30,29568,4992.7544,2247
63166,2013-12-31,29586,4983.5748,2248
57111,2013-09-30,30024,4978.8814,2249
61202,2013-11-30,29683,4978.8814,2249
50725,2013-04-30,29897,4952.1456,2250
67288,2014-03-01,29761,4939.87,2251
65161,2014-01-29,29799,4939.0887,2252
71821,2014-05-01,29721,4934.827,2253
47389,2012-07-31,29530,4921.0705,2254
46942,2012-06-30,30028,4906.7689,2255
58952,2013-10-30,29887,4896.6806,2256
71888,2014-05-01,29804,4893.6884,2257
43896,2011-07-01,29866,4891.9878,2258
63270,2013-12-31,29691,4888.3283,2259
67293,2014-03-01,29874,4885.3824,2260
53547,2013-07-31,29903,4880.8225,2261
46956,2012-06-30,29554,4879.0386,2262
49834,2013-02-28,29613,4875.3573,2263
59076,2013-10-30,29678,4874.6478,2264
43870,2011-07-01,29675,4859.8668,2265
46324,2012-04-30,29592,4853.3508,2266
45050,2011-12-01,29747,4843.999,2267
63169,2013-12-31,29780,4838.569,2268
65309,2014-01-29,30008,4838.569,2268
69431,2014-03-31,29977,4838.569,2268
46349,2012-04-30,29721,4836.4395,2269
48390,2012-10-30,29873,4836.0577,2270
57107,2013-09-30,29597,4832.0331,2271
71905,2014-05-01,29965,4832.0331,2271
45563,2012-01-29,29518,4827.109,2272
45531,2012-01-29,29673,4803.9004,2273
45808,2012-02-29,29606,4803.9004,2273
47423,2012-07-31,29574,4803.6406,2274
49885,2013-02-28,29533,4793.4384,2275
46977,2012-06-30,29675,4792.247,2276
65196,2014-01-29,29652,4791.7982,2277
65208,2014-01-29,29856,4791.7982,2277
69391,2014-03-31,29620,4791.7982,2277
48772,2012-11-30,29778,4760.8924,2278
48773,2012-11-30,29973,4760.8924,2278
48785,2012-11-30,29533,4760.8924,2278
48787,2012-11-30,29570,4760.8924,2278
49111,2012-12-31,29598,4760.8924,2278
49486,2013-01-28,29975,4760.8924,2278
49493,2013-01-28,29709,4760.8924,2278
49531,2013-01-28,29669,4760.8924,2278
49845,2013-02-28,29661,4760.8924,2278
49823,2013-02-28,30039,4759.4299,2279
45333,2012-01-01,29731,4756.5839,2280
51820,2013-06-30,30030,4747.867,2281
53503,2013-07-31,30029,4746.6427,2282
63141,2013-12-31,29627,4737.2239,2283
44508,2011-10-01,29764,4723.1073,2284
51852,2013-06-30,29691,4705.059,2285
47997,2012-09-30,29816,4682.6908,2286
47007,2012-06-30,29851,4679.091,2287
63163,2013-12-31,29633,4663.2195,2288
51862,2013-06-30,29590,4651.4858,2289
44766,2011-10-31,29755,4619.4599,2290
53495,2013-07-31,29644,4615.1346,2291
46617,2012-05-30,29682,4600.4396,2292
49170,2012-12-31,29626,4600.3062,2293
44289,2011-08-31,29566,4596.2216,2294
44524,2011-10-01,29664,4596.2216,2294
43878,2011-07-01,29664,4594.0664,2295
44076,2011-08-01,30003,4594.0664,2295
44094,2011-08-01,29711,4594.0664,2295
44104,2011-08-01,29755,4594.0664,2295
44741,2011-10-31,29632,4594.0664,2295
45579,2012-01-29,29484,4594.0664,2295
44092,2011-08-01,30090,4592.0219,2296
48387,2012-10-30,29490,4591.1988,2297
71790,2014-05-01,29709,4590.6737,2298
43866,2011-07-01,29571,4589.8732,2299
44495,2011-10-01,29813,4589.8732,2299
44122,2011-08-01,29518,4577.1764,2300
45519,2012-01-29,30003,4577.1764,2300
48345,2012-10-30,30106,4567.3935,2301
43915,2011-07-01,29688,4560.2864,2302
44132,2011-08-01,29484,4560.2864,2302
44485,2011-10-01,30058,4560.2864,2302
44794,2011-10-31,29915,4560.2864,2302
45537,2012-01-29,29711,4560.2864,2302
48022,2012-09-30,29503,4557.173,2303
48371,2012-10-30,29669,4548.1081,2304
49853,2013-02-28,29654,4533.9145,2305
51141,2013-05-30,30096,4519.1997,2306
50253,2013-03-30,29786,4516.4918,2307
69416,2014-03-31,29684,4510.538,2308
55250,2013-08-30,30114,4510.4959,2309
49156,2012-12-31,29731,4508.6449,2310
50224,2013-03-30,29869,4503.9283,2311
47046,2012-06-30,29846,4492.923,2312
53556,2013-07-31,29801,4490.4797,2313
51708,2013-06-30,29984,4484.8318,2314
57178,2013-09-30,29868,4472.7593,2315
46369,2012-04-30,29669,4460.0736,2316
67308,2014-03-01,29778,4457.0425,2317
47425,2012-07-31,29982,4422.7704,2318
50264,2013-03-30,29961,4421.5909,2319
53600,2013-07-31,29864,4419.095,2320
48084,2012-09-30,30030,4416.4142,2321
53528,2013-07-31,29939,4413.5084,2322
48072,2012-09-30,29876,4411.7543,2323
46351,2012-04-30,29577,4407.3846,2324
49524,2013-01-28,29685,4406.9804,2325
43859,2011-07-01,29865,4404.1073,2326
46340,2012-04-30,29859,4377.7627,2327
45578,2012-01-29,29808,4371.9863,2328
46085,2012-03-30,30012,4371.9863,2328
43682,2011-05-31,29759,4363.7107,2329
50233,2013-03-30,29558,4356.2067,2330
63130,2013-12-31,30011,4354.93,2331
69510,2014-03-31,29880,4347.1867,2332
47714,2012-08-30,29533,4346.169,2333
63264,2013-12-31,29731,4343.7797,2334
53584,2013-07-31,29810,4335.2444,2335
44290,2011-08-31,29682,4331.5897,2336
45286,2012-01-01,29865,4331.5897,2336
48774,2012-11-30,29613,4330.8199,2337
55313,2013-08-30,29520,4328.9619,2338
51864,2013-06-30,29880,4324.8038,2339
48338,2012-10-30,29577,4322.1759,2340
46650,2012-05-30,29636,4320.5075,2341
53496,2013-07-31,30027,4309.7515,2342
46365,2012-04-30,29685,4302.6278,2343
44103,2011-08-01,29577,4294.4704,2344
51156,2013-05-30,29879,4284.6113,2345
53598,2013-07-31,29781,4281.2213,2346
49539,2013-01-28,29810,4269.7398,2347
50215,2013-03-30,29571,4269.7398,2347
44316,2011-08-31,29533,4262.3494,2348
69411,2014-03-31,29598,4261.0504,2349
59003,2013-10-30,30007,4256.6183,2350
47715,2012-08-30,29570,4255.4027,2351
45272,2012-01-01,29539,4250.7965,2352
45784,2012-02-29,30052,4237.5277,2353
69419,2014-03-31,29540,4234.337,2354
48777,2012-11-30,29520,4231.9044,2355
58992,2013-10-30,29809,4229.719,2356
48391,2012-10-30,29976,4229.2726,2357
51171,2013-05-30,29837,4224.5144,2358
65203,2014-01-29,29806,4224.4187,2359
43673,2011-05-31,29844,4216.0258,2360
71825,2014-05-01,30029,4214.3344,2361
50669,2013-04-30,29709,4200.0046,2362
51170,2013-05-30,29837,4190.3125,2363
50707,2013-04-30,29975,4190.2831,2364
57066,2013-09-30,29586,4189.5184,2365
50692,2013-04-30,29573,4183.273,2366
48398,2012-10-30,29678,4178.4989,2367
69514,2014-03-31,30022,4172.2448,2368
50198,2013-03-30,29662,4168.1926,2369
59042,2013-10-30,29939,4150.5624,2370
59006,2013-10-30,29487,4145.0299,2371
51807,2013-06-30,29569,4144.7183,2372
71887,2014-05-01,29635,4128.4977,2373
46932,2012-06-30,29620,4125.8427,2374
53509,2013-07-31,29577,4118.0206,2375
55286,2013-08-30,29867,4112.4804,2376
53554,2013-07-31,29652,4103.7579,2377
67309,2014-03-01,29867,4097.5079,2378
53545,2013-07-31,30007,4091.5357,2379
47386,2012-07-31,29897,4077.8268,2380
58903,2013-10-30,29501,4077.4302,2381
47692,2012-08-30,29805,4055.4448,2382
63268,2013-12-31,29588,4052.2132,2383
51851,2013-06-30,29863,4049.5107,2384
55242,2013-08-30,29591,4048.1683,2385
71903,2014-05-01,29553,4048.1156,2386
57173,2013-09-30,30061,4047.1761,2387
55315,2013-08-30,29871,4042.108,2388
59045,2013-10-30,29512,4042.108,2388
67336,2014-03-01,29871,4042.108,2388
71786,2014-05-01,29803,4036.4068,2389
69565,2014-03-31,29814,4027.1879,2390
47979,2012-09-30,29677,4001.1931,2391
51834,2013-06-30,29665,3982.6289,2392
45807,2012-02-29,29610,3980.3915,2393
71853,2014-05-01,30037,3974.9062,2394
51742,2013-06-30,29869,3964.3432,2395
44102,2011-08-01,29681,3955.642,2396
43697,2011-05-31,21768,3953.9884,2397
43702,2011-06-01,27645,3953.9884,2397
43703,2011-06-01,16624,3953.9884,2397
43706,2011-06-02,27621,3953.9884,2397
43707,2011-06-02,27616,3953.9884,2397
43709,2011-06-02,16351,3953.9884,2397
43710,2011-06-02,16517,3953.9884,2397
43711,2011-06-03,27606,3953.9884,2397
43712,2011-06-03,13513,3953.9884,2397
43713,2011-06-04,27601,3953.9884,2397
43714,2011-06-04,13591,3953.9884,2397
43715,2011-06-04,16483,3953.9884,2397
43716,2011-06-04,16529,3953.9884,2397
43718,2011-06-05,27668,3953.9884,2397
43719,2011-06-05,27612,3953.9884,2397
43720,2011-06-05,13264,3953.9884,2397
43721,2011-06-05,13590,3953.9884,2397
43722,2011-06-06,13581,3953.9884,2397
43724,2011-06-06,16520,3953.9884,2397
43725,2011-06-07,13258,3953.9884,2397
43727,2011-06-07,16607,3953.9884,2397
43728,2011-06-08,27666,3953.9884,2397
43731,2011-06-08,16629,3953.9884,2397
43733,2011-06-08,27577,3953.9884,2397
43734,2011-06-09,27604,3953.9884,2397
43735,2011-06-09,16522,3953.9884,2397
43737,2011-06-10,13261,3953.9884,2397
43738,2011-06-10,11606,3953.9884,2397
43739,2011-06-10,13563,3953.9884,2397
43740,2011-06-10,16527,3953.9884,2397
43741,2011-06-11,27671,3953.9884,2397
43742,2011-06-11,13576,3953.9884,2397
43744,2011-06-11,16631,3953.9884,2397
43745,2011-06-12,16514,3953.9884,2397
43746,2011-06-12,16616,3953.9884,2397
43747,2011-06-13,27623,3953.9884,2397
43748,2011-06-13,27625,3953.9884,2397
43749,2011-06-13,27636,3953.9884,2397
43750,2011-06-13,11591,3953.9884,2397
43751,2011-06-13,11592,3953.9884,2397
43752,2011-06-13,13265,3953.9884,2397
43753,2011-06-13,16482,3953.9884,2397
43754,2011-06-14,27617,3953.9884,2397
43755,2011-06-14,27670,3953.9884,2397
43758,2011-06-15,27646,3953.9884,2397
43759,2011-06-15,13257,3953.9884,2397
43760,2011-06-15,16352,3953.9884,2397
43761,2011-06-15,16493,3953.9884,2397
43762,2011-06-16,27578,3953.9884,2397
43763,2011-06-16,16525,3953.9884,2397
43764,2011-06-16,16612,3953.9884,2397
43766,2011-06-17,16518,3953.9884,2397
43768,2011-06-18,27649,3953.9884,2397
43769,2011-06-18,21659,3953.9884,2397
43770,2011-06-18,27614,3953.9884,2397
43772,2011-06-18,16524,3953.9884,2397
43773,2011-06-18,16526,3953.9884,2397
43774,2011-06-18,16348,3953.9884,2397
43776,2011-06-19,13260,3953.9884,2397
43777,2011-06-19,16515,3953.9884,2397
43780,2011-06-20,11599,3953.9884,2397
43781,2011-06-20,16495,3953.9884,2397
43782,2011-06-20,16516,3953.9884,2397
43783,2011-06-20,16620,3953.9884,2397
43784,2011-06-21,27667,3953.9884,2397
43785,2011-06-21,11601,3953.9884,2397
43786,2011-06-21,11607,3953.9884,2397
43791,2011-06-21,16484,3953.9884,2397
43792,2011-06-21,16623,3953.9884,2397
43795,2011-06-22,27615,3953.9884,2397
43797,2011-06-22,16345,3953.9884,2397
43798,2011-06-22,16521,3953.9884,2397
43799,2011-06-22,16636,3953.9884,2397
43800,2011-06-23,21710,3953.9884,2397
43801,2011-06-23,13583,3953.9884,2397
43802,2011-06-23,11593,3953.9884,2397
43803,2011-06-24,21741,3953.9884,2397
43804,2011-06-24,13585,3953.9884,2397
43806,2011-06-24,16523,3953.9884,2397
43807,2011-06-25,11611,3953.9884,2397
43808,2011-06-25,13259,3953.9884,2397
43809,2011-06-25,16350,3953.9884,2397
43812,2011-06-26,27662,3953.9884,2397
43815,2011-06-26,16494,3953.9884,2397
43816,2011-06-26,16496,3953.9884,2397
43817,2011-06-26,16519,3953.9884,2397
43818,2011-06-26,16528,3953.9884,2397
43820,2011-06-27,27651,3953.9884,2397
43821,2011-06-27,27663,3953.9884,2397
43822,2011-06-27,27669,3953.9884,2397
43825,2011-06-27,16349,3953.9884,2397
43828,2011-06-28,27605,3953.9884,2397
43829,2011-06-28,27611,3953.9884,2397
43830,2011-06-28,16347,3953.9884,2397
43832,2011-06-28,13584,3953.9884,2397
43833,2011-06-29,21727,3953.9884,2397
43838,2011-06-30,27641,3953.9884,2397
43839,2011-06-30,27673,3953.9884,2397
43841,2011-06-30,13406,3953.9884,2397
43842,2011-06-30,16630,3953.9884,2397
43918,2011-07-01,22041,3953.9884,2397
43919,2011-07-01,12124,3953.9884,2397
43920,2011-07-01,28066,3953.9884,2397
43921,2011-07-01,16743,3953.9884,2397
43922,2011-07-01,13546,3953.9884,2397
43923,2011-07-02,28018,3953.9884,2397
43924,2011-07-02,12132,3953.9884,2397
43925,2011-07-02,16661,3953.9884,2397
43927,2011-07-03,16662,3953.9884,2397
43928,2011-07-03,16740,3953.9884,2397
43930,2011-07-04,28038,3953.9884,2397
43931,2011-07-04,13548,3953.9884,2397
43932,2011-07-04,16741,3953.9884,2397
43936,2011-07-05,28065,3953.9884,2397
43937,2011-07-05,17047,3953.9884,2397
43938,2011-07-05,16686,3953.9884,2397
43939,2011-07-05,16659,3953.9884,2397
43941,2011-07-06,13600,3953.9884,2397
43942,2011-07-06,17051,3953.9884,2397
43945,2011-07-06,16675,3953.9884,2397
43946,2011-07-06,16687,3953.9884,2397
43947,2011-07-06,16712,3953.9884,2397
43949,2011-07-07,27726,3953.9884,2397
43950,2011-07-07,28014,3953.9884,2397
43951,2011-07-07,16696,3953.9884,2397
43952,2011-07-07,16639,3953.9884,2397
43954,2011-07-08,13602,3953.9884,2397
43955,2011-07-08,13661,3953.9884,2397
43957,2011-07-09,28068,3953.9884,2397
43958,2011-07-09,16658,3953.9884,2397
43961,2011-07-10,28031,3953.9884,2397
43962,2011-07-10,28076,3953.9884,2397
43963,2011-07-10,16685,3953.9884,2397
43964,2011-07-10,16745,3953.9884,2397
43967,2011-07-11,28040,3953.9884,2397
43968,2011-07-11,28067,3953.9884,2397
43969,2011-07-11,28071,3953.9884,2397
43970,2011-07-11,16684,3953.9884,2397
43971,2011-07-11,16657,3953.9884,2397
43972,2011-07-12,21939,3953.9884,2397
43973,2011-07-12,28039,3953.9884,2397
43974,2011-07-12,13687,3953.9884,2397
43975,2011-07-12,13540,3953.9884,2397
43976,2011-07-12,28063,3953.9884,2397
43977,2011-07-12,16703,3953.9884,2397
43978,2011-07-13,28030,3953.9884,2397
43981,2011-07-13,16664,3953.9884,2397
43983,2011-07-14,28017,3953.9884,2397
43984,2011-07-14,13545,3953.9884,2397
43985,2011-07-14,13515,3953.9884,2397
43986,2011-07-14,28070,3953.9884,2397
43987,2011-07-15,28042,3953.9884,2397
43989,2011-07-15,28083,3953.9884,2397
43991,2011-07-15,16660,3953.9884,2397
43992,2011-07-15,16638,3953.9884,2397
43993,2011-07-17,16929,3953.9884,2397
43994,2011-07-18,27681,3953.9884,2397
43995,2011-07-18,21813,3953.9884,2397
43996,2011-07-18,27920,3953.9884,2397
43997,2011-07-18,28022,3953.9884,2397
43999,2011-07-18,28047,3953.9884,2397
44000,2011-07-19,27918,3953.9884,2397
44001,2011-07-19,28044,3953.9884,2397
44004,2011-07-19,28061,3953.9884,2397
44006,2011-07-19,16744,3953.9884,2397
44008,2011-07-20,27678,3953.9884,2397
44009,2011-07-20,27759,3953.9884,2397
44010,2011-07-20,13680,3953.9884,2397
44011,2011-07-20,13514,3953.9884,2397
44013,2011-07-20,16928,3953.9884,2397
44014,2011-07-21,27917,3953.9884,2397
44015,2011-07-21,13693,3953.9884,2397
44017,2011-07-21,28078,3953.9884,2397
44019,2011-07-21,16701,3953.9884,2397
44020,2011-07-21,16931,3953.9884,2397
44022,2011-07-22,22008,3953.9884,2397
44024,2011-07-22,16663,3953.9884,2397
44025,2011-07-22,16708,3953.9884,2397
44026,2011-07-22,17045,3953.9884,2397
44027,2011-07-23,21921,3953.9884,2397
44028,2011-07-23,17048,3953.9884,2397
44030,2011-07-24,12131,3953.9884,2397
44031,2011-07-24,13689,3953.9884,2397
44033,2011-07-24,16693,3953.9884,2397
44034,2011-07-24,16702,3953.9884,2397
44035,2011-07-24,16707,3953.9884,2397
44036,2011-07-24,17046,3953.9884,2397
44041,2011-07-25,16742,3953.9884,2397
44042,2011-07-26,13678,3953.9884,2397
44043,2011-07-26,13679,3953.9884,2397
44044,2011-07-26,13690,3953.9884,2397
44046,2011-07-26,28064,3953.9884,2397
44048,2011-07-26,16713,3953.9884,2397
44049,2011-07-27,13538,3953.9884,2397
44050,2011-07-27,17050,3953.9884,2397
44051,2011-07-28,13691,3953.9884,2397
44052,2011-07-28,16637,3953.9884,2397
44054,2011-07-29,13542,3953.9884,2397
44055,2011-07-29,13543,3953.9884,2397
44056,2011-07-29,13559,3953.9884,2397
44059,2011-07-29,16688,3953.9884,2397
44061,2011-07-30,27919,3953.9884,2397
44062,2011-07-30,28041,3953.9884,2397
44064,2011-07-30,22050,3953.9884,2397
44065,2011-07-30,28062,3953.9884,2397
44067,2011-07-30,17049,3953.9884,2397
44068,2011-07-31,13541,3953.9884,2397
44071,2011-07-31,16691,3953.9884,2397
44072,2011-07-31,16656,3953.9884,2397
44134,2011-08-01,13821,3953.9884,2397
44135,2011-08-01,28156,3953.9884,2397
44136,2011-08-01,22114,3953.9884,2397
44137,2011-08-01,17328,3953.9884,2397
44138,2011-08-02,13765,3953.9884,2397
44139,2011-08-02,13792,3953.9884,2397
44140,2011-08-02,12221,3953.9884,2397
44141,2011-08-02,13572,3953.9884,2397
44142,2011-08-02,22058,3953.9884,2397
44143,2011-08-02,28145,3953.9884,2397
44144,2011-08-02,17071,3953.9884,2397
44145,2011-08-02,17309,3953.9884,2397
44146,2011-08-02,17310,3953.9884,2397
44147,2011-08-02,17320,3953.9884,2397
44148,2011-08-03,28172,3953.9884,2397
44149,2011-08-03,17242,3953.9884,2397
44150,2011-08-03,17315,3953.9884,2397
44153,2011-08-04,28168,3953.9884,2397
44154,2011-08-04,28181,3953.9884,2397
44155,2011-08-04,28131,3953.9884,2397
44157,2011-08-04,17055,3953.9884,2397
44158,2011-08-05,13567,3953.9884,2397
44159,2011-08-05,28182,3953.9884,2397
44160,2011-08-05,28186,3953.9884,2397
44161,2011-08-06,13772,3953.9884,2397
44162,2011-08-06,28185,3953.9884,2397
44163,2011-08-06,28193,3953.9884,2397
44164,2011-08-06,28088,3953.9884,2397
44165,2011-08-06,17065,3953.9884,2397
44167,2011-08-06,17308,3953.9884,2397
44168,2011-08-07,12211,3953.9884,2397
44169,2011-08-07,28179,3953.9884,2397
44170,2011-08-07,28183,3953.9884,2397
44171,2011-08-07,28112,3953.9884,2397
44173,2011-08-08,13784,3953.9884,2397
44174,2011-08-08,17229,3953.9884,2397
44175,2011-08-08,17246,3953.9884,2397
44176,2011-08-09,12220,3953.9884,2397
44178,2011-08-09,28097,3953.9884,2397
44181,2011-08-09,17294,3953.9884,2397
44182,2011-08-09,17299,3953.9884,2397
44183,2011-08-10,28158,3953.9884,2397
44184,2011-08-10,17247,3953.9884,2397
44185,2011-08-10,17280,3953.9884,2397
44187,2011-08-12,17069,3953.9884,2397
44191,2011-08-13,17248,3953.9884,2397
44192,2011-08-14,13570,3953.9884,2397
44193,2011-08-14,28164,3953.9884,2397
44194,2011-08-14,17064,3953.9884,2397
44195,2011-08-14,17249,3953.9884,2397
44196,2011-08-14,17295,3953.9884,2397
44197,2011-08-15,28096,3953.9884,2397
44198,2011-08-15,28150,3953.9884,2397
44199,2011-08-15,17259,3953.9884,2397
44200,2011-08-15,17312,3953.9884,2397
44201,2011-08-16,12254,3953.9884,2397
44202,2011-08-16,28159,3953.9884,2397
44203,2011-08-16,28149,3953.9884,2397
44205,2011-08-16,17285,3953.9884,2397
44207,2011-08-17,28162,3953.9884,2397
44209,2011-08-17,17257,3953.9884,2397
44210,2011-08-18,13783,3953.9884,2397
44211,2011-08-18,28154,3953.9884,2397
44212,2011-08-18,28170,3953.9884,2397
44213,2011-08-18,17351,3953.9884,2397
