CustomerID,SalesOrderID,OrderDate,TotalDue,PreviousOrderValue,ChangeFromPreviousOrder
11661,65892,2014-02-07,35.6584,38.675,-3.016599999999997
11661,68352,2014-03-16,33.6804,35.6584,-1.9780000000000015
11661,73055,2014-05-16,132.5779,33.6804,98.89750000000001
11662,57565,2013-10-06,41.2055,,
11662,61605,2013-12-06,69.5929,41.2055,28.3874
11663,46018,2012-03-29,3953.9884,,
11663,52827,2013-07-18,2618.8169,3953.9884,-1335.1715000000004
11664,46004,2012-03-28,3953.9884,,
11664,53120,2013-07-24,2618.8169,3953.9884,-1335.1715000000004
11665,45901,2012-03-14,3953.9884,,
11665,52760,2013-07-17,2598.9158,3953.9884,-1355.0726
11666,45934,2012-03-18,3953.9884,,
11666,52396,2013-07-10,2618.8169,3953.9884,-1335.1715000000004
11667,61493,2013-12-04,59.659,,
11667,73461,2014-05-21,41.2055,59.659,-18.4535
11668,73220,2014-05-18,82.8529,,
11668,74342,2014-06-06,59.659,82.8529,-23.193900000000006
11669,64470,2014-01-18,69.5929,,
11669,64575,2014-01-19,55.5042,69.5929,-14.088700000000003
11670,56135,2013-09-13,69.5929,,
11670,66611,2014-02-18,41.2055,69.5929,-28.3874
11671,45960,2012-03-22,3953.9884,,
11671,55912,2013-09-08,2643.1158,3953.9884,-1310.8726000000001
11672,62795,2013-12-25,65.7365,,
11672,66580,2014-02-18,59.659,65.7365,-6.077500000000008
11673,51981,2013-07-02,59.659,,
11673,53818,2013-08-03,152.4458,59.659,92.7868
11674,59090,2013-10-30,59.659,,
11674,64498,2014-01-18,46.7194,59.659,-12.939599999999999
11675,45988,2012-03-26,3953.9884,,
11675,52514,2013-07-12,2563.589,3953.9884,-1390.3994000000002
11676,64621,2014-01-20,59.659,,
11676,72686,2014-05-11,41.2055,59.659,-18.4535
11677,55694,2013-09-05,23.7465,,
11677,65699,2014-02-04,132.5779,23.7465,108.8314
11677,66335,2014-02-14,104.3783,132.5779,-28.199600000000004
11677,66789,2014-02-21,30.1444,104.3783,-74.23389999999999
11677,72035,2014-05-02,38.675,30.1444,8.530599999999996
11678,45884,2012-03-11,3953.9884,,
11678,52320,2013-07-08,2566.1194,3953.9884,-1387.8690000000001
11679,68317,2014-03-15,101.6269,,
11679,71962,2014-05-01,59.659,101.6269,-41.96790000000001
11680,65537,2014-02-01,44.189,,
11680,74814,2014-06-21,59.659,44.189,15.469999999999999
11681,53991,2013-08-07,69.5929,,
11681,71536,2014-04-27,82.8529,69.5929,13.260000000000005
11682,65772,2014-02-05,219.884,,
11682,72663,2014-05-11,59.659,219.884,-160.225
11683,45851,2012-03-06,3953.9884,,
11683,52397,2013-07-10,2562.4508,3953.9884,-1391.5376
11684,61328,2013-12-01,59.659,,
11684,72898,2014-05-14,44.189,59.659,-15.469999999999999
11685,54230,2013-08-11,52.9737,,
11685,72973,2014-05-15,69.5929,52.9737,16.6192
11686,54050,2013-08-08,59.659,,
11686,56734,2013-09-24,82.8529,59.659,23.193900000000006
11687,56100,2013-09-12,38.675,,
11687,60576,2013-11-21,69.5929,38.675,30.917900000000003
11688,45835,2012-03-03,3953.9884,,
11688,52758,2013-07-17,2639.8008,3953.9884,-1314.1876000000002
11689,64964,2014-01-26,59.659,,
11689,65597,2014-02-02,38.675,59.659,-20.984
11690,45984,2012-03-26,3953.9884,,
11690,56835,2013-09-26,2570.1858,3953.9884,-1383.8026
11691,52447,2013-07-11,72.8969,,
11691,58255,2013-10-19,59.659,72.8969,-13.237900000000003
11692,61704,2013-12-07,44.189,,
11692,74792,2014-06-20,59.659,44.189,15.469999999999999
11693,51916,2013-06-30,2535.964,,
11694,56050,2013-09-11,82.8529,,
11694,67217,2014-02-28,59.659,82.8529,-23.193900000000006
11695,55948,2013-09-09,82.8529,,
11695,64550,2014-01-19,59.659,82.8529,-23.193900000000006
11696,45824,2012-03-02,3953.9884,,
11696,56997,2013-09-29,2535.964,3953.9884,-1418.0244000000002
11697,63787,2014-01-07,99.4279,,
11697,67706,2014-03-06,69.5929,99.4279,-29.834999999999994
11698,55429,2013-08-31,38.675,,
11698,56286,2013-09-16,54.6754,38.675,16.000400000000006
11698,56772,2013-09-25,132.5779,54.6754,77.9025
11698,68208,2014-03-14,23.7465,132.5779,-108.8314
11698,74662,2014-06-16,33.139,23.7465,9.392500000000002
11699,58847,2013-10-29,69.5929,,
11699,63919,2014-01-09,65.4934,69.5929,-4.099500000000006
11700,52122,2013-07-05,69.5929,,
11700,59797,2013-11-09,82.8529,69.5929,13.260000000000005
11701,56706,2013-09-24,59.659,,
11701,57459,2013-10-04,82.8529,59.659,23.193900000000006
11702,58142,2013-10-17,59.659,,
11702,70794,2014-04-16,46.7194,59.659,-12.939599999999999
11703,52681,2013-07-16,69.5929,,
11703,70907,2014-04-18,41.2055,69.5929,-28.3874
11704,61703,2013-12-07,44.189,,
11704,62296,2013-12-17,59.659,44.189,15.469999999999999
11705,46013,2012-03-29,3953.9884,,
11705,58758,2013-10-27,2610.3084,3953.9884,-1343.6800000000003
11706,54078,2013-08-08,38.675,,
11706,67705,2014-03-06,59.659,38.675,20.984
11707,45880,2012-03-11,3953.9884,,
11707,58569,2013-10-24,2703.8798,3953.9884,-1250.1086
11708,45985,2012-03-26,3953.9884,,
11708,58812,2013-10-28,2574.9042,3953.9884,-1379.0842000000002
11709,54208,2013-08-11,23.7465,,
11709,56773,2013-09-25,77.339,23.7465,53.5925
11709,61607,2013-12-06,71.7919,77.339,-5.5471
11709,66680,2014-02-19,109.9144,71.7919,38.1225
11709,68356,2014-03-16,77.3169,109.9144,-32.5975
11710,71368,2014-04-25,69.5929,,
11710,72899,2014-05-14,38.675,69.5929,-30.917900000000003
11711,52377,2013-07-10,11.3152,,
11711,52791,2013-07-18,30.1444,11.3152,18.8292
11711,53372,2013-07-29,5.514,30.1444,-24.6304
11711,54117,2013-08-09,43.0729,5.514,37.558899999999994
11711,55045,2013-08-26,5.514,43.0729,-37.558899999999994
11711,55815,2013-09-07,15.4479,5.514,9.933900000000001
11711,59611,2013-11-06,41.2055,15.4479,25.7576
11711,59718,2013-11-08,32.034,41.2055,-9.171500000000002
11711,60133,2013-11-14,76.2119,32.034,44.1779
11711,60577,2013-11-21,70.6869,76.2119,-5.525000000000006
11711,60851,2013-11-25,34.5534,70.6869,-36.13349999999999
11711,64134,2014-01-13,35.6584,34.5534,1.1049999999999969
11711,65470,2014-01-31,43.0619,35.6584,7.403500000000001
11711,65471,2014-01-31,67.4934,43.0619,24.431499999999993
11711,65520,2014-02-01,26.4869,67.4934,-41.006499999999996
11711,66586,2014-02-18,110.5995,26.4869,84.11260000000001
11711,66959,2014-02-24,65.1729,110.5995,-45.42660000000001
11711,67158,2014-02-27,33.1279,65.1729,-32.045
11711,67504,2014-03-03,4.409,33.1279,-28.718899999999998
11711,68267,2014-03-15,108.8315,4.409,104.4225
11711,69181,2014-03-28,5.514,108.8315,-103.31750000000001
11711,72370,2014-05-07,66.8194,5.514,61.3054
11711,73257,2014-05-19,132.6,66.8194,65.78059999999999
11711,73878,2014-05-27,38.664,132.6,-93.93599999999999
11711,74698,2014-06-17,40.432,38.664,1.7680000000000007
11711,74887,2014-06-23,5.514,40.432,-34.918
11711,75036,2014-06-28,69.5929,5.514,64.0789
11712,52231,2013-07-07,36.023,,
11712,54118,2013-08-09,11.039,36.023,-24.984
11712,56245,2013-09-15,8.0444,11.039,-2.9946
11712,58619,2013-10-25,52.9737,8.0444,44.9293
11712,69595,2014-03-31,33.139,52.9737,-19.834699999999998
11713,61707,2013-12-07,142.5119,,
11713,71232,2014-04-23,69.5929,142.5119,-72.919
11714,52934,2013-07-21,59.659,,
11714,57995,2013-10-14,44.189,59.659,-15.469999999999999
11715,73986,2014-05-28,99.4279,,
11715,74191,2014-06-01,59.659,99.4279,-39.768899999999995
11716,59181,2013-10-31,46.7194,,
11716,74623,2014-06-15,59.659,46.7194,12.939599999999999
11717,58597,2013-10-25,59.659,,
11717,74125,2014-05-30,153.0204,59.659,93.3614
11718,53958,2013-08-06,41.2055,,
11718,54775,2013-08-21,69.5929,41.2055,28.3874
11719,56814,2013-09-26,104.4004,,
11719,59846,2013-11-10,77.3169,104.4004,-27.0835
11719,61119,2013-11-29,66.8194,77.3169,-10.497500000000002
11719,63330,2013-12-31,38.675,66.8194,-28.144400000000005
11719,66715,2014-02-20,30.1444,38.675,-8.530599999999996
11720,58171,2013-10-17,70.6758,,
11720,62704,2013-12-24,59.659,70.6758,-11.016799999999996
11721,60196,2013-11-15,69.5929,,
11721,68590,2014-03-19,46.7194,69.5929,-22.8735
11722,63071,2013-12-30,86.7204,,
11722,70416,2014-04-11,82.8529,86.7204,-3.8674999999999926
11723,52053,2013-07-03,44.189,,
11723,52740,2013-07-17,33.139,44.189,-11.049999999999997
11723,59848,2013-11-10,55.2169,33.139,22.0779
11723,65761,2014-02-05,36.023,55.2169,-19.1939
11723,74321,2014-06-05,44.1779,36.023,8.154899999999998
11724,52302,2013-07-08,79.0959,,
11724,52650,2013-07-15,46.7194,79.0959,-32.3765
11724,62552,2013-12-21,35.6694,46.7194,-11.049999999999997
11724,63965,2014-01-10,16.5529,35.6694,-19.116500000000002
11724,73056,2014-05-16,54.1119,16.5529,37.559
11725,55488,2013-09-01,77.2616,,
11725,57316,2013-10-02,59.659,77.2616,-17.602600000000002
11726,68103,2014-03-12,69.5929,,
11726,72544,2014-05-09,177.3083,69.5929,107.7154
11727,45895,2012-03-13,3953.9884,,
11727,57465,2013-10-04,2634.2869,3953.9884,-1319.7015000000001
11728,59923,2013-11-11,38.664,,
11728,70205,2014-04-08,82.8529,38.664,44.188900000000004
11729,62918,2013-12-27,138.0919,,
11729,74560,2014-06-13,38.664,138.0919,-99.42790000000001
11730,57824,2013-10-11,109.9144,,
11730,74477,2014-06-10,38.664,109.9144,-71.2504
11731,54509,2013-08-16,95.5383,,
11731,63563,2014-01-04,38.664,95.5383,-56.874300000000005
11732,59796,2013-11-09,82.8529,,
11732,64253,2014-01-15,108.8315,82.8529,25.9786
11733,74261,2014-06-03,38.664,,
11733,74465,2014-06-09,176.789,38.664,138.125
11734,60575,2013-11-21,108.8315,,
11734,61702,2013-12-07,41.2055,108.8315,-67.626
11735,53274,2013-07-27,82.8529,,
11735,73663,2014-05-24,38.664,82.8529,-44.188900000000004
11736,68557,2014-03-19,65.7254,,
11736,72313,2014-05-06,118.2019,65.7254,52.4765
11737,52734,2013-07-17,38.664,,
11737,62327,2013-12-17,46.7194,38.664,8.055399999999999
11738,52125,2013-07-05,54.6754,,
11738,53019,2013-07-23,55.2169,54.6754,0.5414999999999992
11738,54079,2013-08-08,46.7194,55.2169,-8.497500000000002
11738,59931,2013-11-11,77.3169,46.7194,30.597500000000004
11738,74049,2014-05-29,132.5779,77.3169,55.260999999999996
11739,51443,2013-06-15,2607.7779,,
11739,56329,2013-09-16,2649.8453,2607.7779,42.06739999999991
11740,53997,2013-08-07,218.6574,,
11740,54548,2013-08-17,41.1834,218.6574,-177.474
11740,57821,2013-10-11,38.675,41.1834,-2.5084000000000017
11740,65477,2014-01-31,70.6869,38.675,32.0119
11740,74801,2014-06-20,55.2169,70.6869,-15.469999999999992
11741,45918,2012-03-16,3953.9884,,
11741,53052,2013-07-23,2763.5719,3953.9884,-1190.4165000000003
11742,45842,2012-03-04,3953.9884,,
11742,58456,2013-10-22,2582.6834,3953.9884,-1371.3050000000003
11743,45986,2012-03-26,3953.9884,,
11743,58111,2013-10-16,2563.589,3953.9884,-1390.3994000000002
11744,56169,2013-09-13,41.2055,,
11744,65035,2014-01-27,38.664,41.2055,-2.541499999999999
11745,45882,2012-03-11,3953.9884,,
11745,57469,2013-10-04,2618.8058,3953.9884,-1335.1826
11746,51911,2013-06-30,46.7194,,
11746,70388,2014-04-11,38.664,46.7194,-8.055399999999999
11747,63769,2014-01-07,59.659,,
11747,68320,2014-03-15,68.4769,59.659,8.817900000000002
11748,59667,2013-11-07,38.6529,,
11748,59934,2013-11-11,16.5529,38.6529,-22.1
11748,61750,2013-12-08,5.514,16.5529,-11.038900000000002
11748,66807,2014-02-21,38.675,5.514,33.160999999999994
11748,69812,2014-04-03,45.957,38.675,7.282000000000004
11749,55879,2013-09-08,27.614,,
11749,57598,2013-10-07,16.5529,27.614,-11.0611
11749,74224,2014-06-02,8.7848,16.5529,-7.7681000000000004
11750,45157,2011-12-14,3756.989,,
11750,56322,2013-09-16,2596.7279,3756.989,-1160.2611000000002
11750,67576,2014-03-03,2649.8453,2596.7279,53.11740000000009
11751,45120,2011-12-08,3756.989,,
11751,54868,2013-08-22,2686.2108,3756.989,-1070.7782000000002
11751,62343,2013-12-17,2634.3974,2686.2108,-51.8134
11752,53410,2013-07-30,86.1458,,
11752,61733,2013-12-08,8.7848,86.1458,-77.36099999999999
11752,72452,2014-05-08,57.4158,8.7848,48.631
11753,56440,2013-09-19,8.7848,,
11753,62822,2013-12-26,11.039,8.7848,2.254199999999999
11753,68411,2014-03-17,33.1279,11.039,22.088899999999995
11754,45171,2011-12-16,3756.989,,
11754,53768,2013-08-02,2563.589,3756.989,-1193.4
11754,63116,2013-12-30,2700.1228,2563.589,136.53380000000016
11755,59143,2013-10-31,33.1279,,
11755,62583,2013-12-22,8.0444,33.1279,-25.083499999999997
11755,64388,2014-01-17,9.934,8.0444,1.8895999999999997
11756,45244,2011-12-28,3729.364,,
11756,57521,2013-10-05,2552.5169,3729.364,-1176.8471
11756,69159,2014-03-27,2644.3313,2552.5169,91.81439999999975
11757,53193,2013-07-26,27.0615,,
11757,63011,2013-12-29,6.9394,27.0615,-20.1221
11757,71635,2014-04-29,30.1444,6.9394,23.205000000000002
11758,55337,2013-08-30,27.0615,,
11758,66028,2014-02-09,6.9394,27.0615,-20.1221
11758,71428,2014-04-26,30.1444,6.9394,23.205000000000002
11759,45129,2011-12-10,3729.364,,
11759,54810,2013-08-21,2535.964,3729.364,-1193.4
11759,61855,2013-12-09,2634.3974,2535.964,98.43339999999989
11760,55394,2013-08-31,27.0615,,
11760,55509,2013-09-02,135.3404,27.0615,108.2789
11760,71094,2014-04-21,141.3848,135.3404,6.044400000000024
11761,45376,2012-01-05,3756.989,,
11761,54302,2013-08-12,2603.8662,3756.989,-1153.1228
11761,63058,2013-12-29,2644.3313,2603.8662,40.46509999999989
11762,45392,2012-01-07,3756.989,,
11762,54303,2013-08-12,2640.9058,3756.989,-1116.0832
11762,61656,2013-12-06,2694.0563,2640.9058,53.15050000000019
11763,51975,2013-07-02,27.0615,,
11763,68034,2014-03-11,15.7242,27.0615,-11.337299999999999
11763,70598,2014-04-14,41.9127,15.7242,26.1885
11764,45653,2012-02-09,3756.989,,
11764,55175,2013-08-28,2591.1808,3756.989,-1165.8082
11764,61730,2013-12-07,2634.3974,2591.1808,43.216599999999744
11765,45676,2012-02-12,3729.364,,
11765,53915,2013-08-05,2535.964,3729.364,-1193.4
11765,62873,2013-12-26,2732.7203,2535.964,196.7563
11766,45721,2012-02-19,3756.989,,
11766,54304,2013-08-12,2673.5033,3756.989,-1083.4857000000002
11766,61920,2013-12-10,2719.4382,2673.5033,45.9349000000002
11767,45712,2012-02-17,3756.989,,
11767,54240,2013-08-11,2735.9469,3756.989,-1021.0421000000001
11767,62020,2013-12-12,2700.1228,2735.9469,-35.82409999999982
11768,45621,2012-02-03,3756.989,,
11768,53865,2013-08-04,2563.589,3756.989,-1193.4
11768,62156,2013-12-14,2673.0613,2563.589,109.4722999999999
11769,56925,2013-09-28,87.2729,,
11769,57934,2013-10-13,138.6444,87.2729,51.37149999999998
11769,64394,2014-01-17,30.6859,138.6444,-107.95849999999999
11769,65109,2014-01-28,104.3783,30.6859,73.69239999999999
11769,66584,2014-02-18,168.2584,104.3783,63.8801
11770,63858,2014-01-08,46.7194,,
11770,68827,2014-03-23,38.664,46.7194,-8.055399999999999
11771,55432,2013-08-31,38.675,,
11771,62695,2013-12-24,65.7254,38.675,27.050399999999996
11772,45867,2012-03-09,3953.9884,,
11772,58061,2013-10-15,2580.1419,3953.9884,-1373.8465
11773,45973,2012-03-24,3953.9884,,
11773,57228,2013-09-30,2658.0444,3953.9884,-1295.944
11774,45994,2012-03-27,3953.9884,,
11774,60099,2013-11-13,2566.1194,3953.9884,-1387.8690000000001
11775,45843,2012-03-04,3953.9884,,
11775,59385,2013-11-03,2580.1529,3953.9884,-1373.8355000000001
11776,45850,2012-03-06,3953.9884,,
11776,59383,2013-11-03,2763.5719,3953.9884,-1190.4165000000003
11777,45910,2012-03-15,3953.9884,,
11777,60682,2013-11-22,2582.6723,3953.9884,-1371.3161
11778,46000,2012-03-28,3953.9884,,
11778,61156,2013-11-29,2535.964,3953.9884,-1418.0244000000002
11779,45933,2012-03-18,3953.9884,,
11779,60735,2013-11-23,2535.964,3953.9884,-1418.0244000000002
11780,45919,2012-03-16,3953.9884,,
11780,60421,2013-11-18,2646.4419,3953.9884,-1307.5465000000004
11781,53922,2013-08-06,65.7254,,
11781,72685,2014-05-11,82.8529,65.7254,17.127500000000012
11782,63432,2014-01-02,120.9644,,
11782,66471,2014-02-16,46.7194,120.9644,-74.245
11783,54885,2013-08-23,38.664,,
11783,57823,2013-10-11,82.8529,38.664,44.188900000000004
11784,56099,2013-09-12,82.8529,,
11784,60478,2013-11-19,77.339,82.8529,-5.513900000000007
11784,67655,2014-03-05,28.1554,77.339,-49.1836
11784,68695,2014-03-21,35.6584,28.1554,7.503
11784,73275,2014-05-19,77.3169,35.6584,41.658500000000004
11785,56543,2013-09-21,38.664,,
11785,65485,2014-01-31,44.189,38.664,5.524999999999999
11786,74148,2014-05-31,38.664,,
11786,74967,2014-06-25,101.6269,38.664,62.962900000000005
11787,68268,2014-03-15,38.664,,
11787,70126,2014-04-07,82.8529,38.664,44.188900000000004
11788,57725,2013-10-09,222.4144,,
11788,64620,2014-01-20,59.659,222.4144,-162.7554
11789,53981,2013-08-07,38.664,,
11789,56938,2013-09-28,41.2055,38.664,2.541499999999999
11790,54232,2013-08-11,123.7158,,
11790,58418,2013-10-22,38.664,123.7158,-85.0518
11791,67379,2014-03-01,38.675,,
11791,72064,2014-05-03,93.9029,38.675,55.227900000000005
11792,57404,2013-10-03,38.675,,
11792,61269,2013-11-30,93.9029,38.675,55.227900000000005
11793,52262,2013-07-07,74.0019,,
11793,52524,2013-07-13,38.664,74.0019,-35.337900000000005
11794,71733,2014-04-30,46.7194,,
11794,75087,2014-06-30,38.664,46.7194,-8.055399999999999
11795,61997,2013-12-12,44.189,,
11795,71492,2014-04-27,38.664,44.189,-5.524999999999999
11796,45927,2012-03-17,3953.9884,,
11796,59116,2013-10-30,2670.7077,3953.9884,-1283.2807000000003
11797,45911,2012-03-15,3953.9884,,
11797,61155,2013-11-29,2645.8783,3953.9884,-1308.1101000000003
11798,45921,2012-03-16,3953.9884,,
11798,59952,2013-11-11,2624.3529,3953.9884,-1329.6355000000003
11799,45883,2012-03-11,3953.9884,,
11799,59805,2013-11-09,2588.9266,3953.9884,-1365.0618000000004
11800,63976,2014-01-10,46.7194,,
11800,64116,2014-01-13,38.664,46.7194,-8.055399999999999
11801,72852,2014-05-14,55.239,,
11801,74248,2014-06-02,41.2055,55.239,-14.033499999999997
11802,53308,2013-07-28,87.2729,,
11802,54413,2013-08-14,54.1229,87.2729,-33.150000000000006
11802,55566,2013-09-03,30.6859,54.1229,-23.437
11802,68969,2014-03-25,30.1444,30.6859,-0.5414999999999992
11802,72083,2014-05-03,35.6694,30.1444,5.525000000000002
11803,63038,2013-12-29,171.7944,,
11803,71352,2014-04-25,82.3004,171.7944,-89.494
11804,58840,2013-10-29,65.1729,,
11804,64098,2014-01-12,82.8529,65.1729,17.680000000000007
11805,56677,2013-09-23,82.8529,,
11805,70099,2014-04-07,59.659,82.8529,-23.193900000000006
11806,53115,2013-07-24,46.7194,,
11806,67650,2014-03-05,59.659,46.7194,12.939599999999999
11807,56167,2013-09-13,109.9144,,
11807,66213,2014-02-12,59.659,109.9144,-50.2554
11808,55044,2013-08-26,206.3809,,
11808,56036,2013-09-11,77.3169,206.3809,-129.064
11808,56293,2013-09-16,104.4004,77.3169,27.0835
11808,62547,2013-12-21,66.2779,104.4004,-38.1225
11808,69123,2014-03-27,219.884,66.2779,153.60609999999997
11809,45957,2012-03-22,3953.9884,,
11809,59876,2013-11-10,2597.8108,3953.9884,-1356.1776
11810,45954,2012-03-21,3953.9884,,
11810,60812,2013-11-24,2646.4419,3953.9884,-1307.5465000000004
11811,45923,2012-03-16,3953.9884,,
11811,60361,2013-11-17,2563.589,3953.9884,-1390.3994000000002
11812,45844,2012-03-04,3953.9884,,
11812,60419,2013-11-18,2566.1194,3953.9884,-1387.8690000000001
11813,45928,2012-03-17,3953.9884,,
11813,61074,2013-11-28,2624.3529,3953.9884,-1329.6355000000003
11814,60700,2013-11-23,65.1729,,
11814,65992,2014-02-08,46.7194,65.1729,-18.4535
11815,45833,2012-03-03,3953.9884,,
11815,53279,2013-07-27,2618.8169,3953.9884,-1335.1715000000004
11816,45834,2012-03-03,3953.9884,,
11816,53053,2013-07-23,2602.2529,3953.9884,-1351.7355000000002
11817,45899,2012-03-14,3953.9884,,
11817,52657,2013-07-15,2563.589,3953.9884,-1390.3994000000002
11818,45958,2012-03-22,3953.9884,,
11818,52008,2013-07-02,2625.4248,3953.9884,-1328.5636000000004
11819,52823,2013-07-18,46.7194,,
11819,74726,2014-06-18,59.659,46.7194,12.939599999999999
11820,52485,2013-07-12,66.8194,,
11820,56614,2013-09-22,35.6584,66.8194,-31.161
11820,59682,2013-11-07,38.675,35.6584,3.016599999999997
11820,64702,2014-01-21,77.339,38.675,38.664
11820,72454,2014-05-08,38.6529,77.339,-38.686099999999996
11821,63095,2013-12-30,112.0912,,
11821,65631,2014-02-03,55.239,112.0912,-56.8522
11822,58322,2013-10-20,41.2055,,
11822,64948,2014-01-26,55.239,41.2055,14.033499999999997
11823,58230,2013-10-18,70.6758,,
11823,66228,2014-02-12,86.1016,70.6758,15.42580000000001
11823,69813,2014-04-03,40.432,86.1016,-45.6696
11823,74668,2014-06-16,15.4479,40.432,-24.9841
11823,74949,2014-06-25,77.3169,15.4479,61.869
11824,54612,2013-08-18,77.3169,,
11824,62798,2013-12-25,44.189,77.3169,-33.127900000000004
11824,67098,2014-02-26,67.4934,44.189,23.304399999999994
11824,73529,2014-05-22,11.039,67.4934,-56.45439999999999
11824,74522,2014-06-11,65.1729,11.039,54.1339
11825,45929,2012-03-17,3953.9884,,
11825,52658,2013-07-15,2566.1194,3953.9884,-1387.8690000000001
11826,46002,2012-03-28,3953.9884,,
11826,52825,2013-07-18,2563.589,3953.9884,-1390.3994000000002
11827,53033,2013-07-23,164.0594,,
11827,59355,2013-11-03,77.3169,164.0594,-86.7425
11827,64576,2014-01-19,41.2055,77.3169,-36.1114
11827,66841,2014-02-22,211.9059,41.2055,170.7004
11827,72666,2014-05-11,71.7919,211.9059,-140.114
11828,55562,2013-09-03,59.659,,
11828,56465,2013-09-19,44.189,59.659,-15.469999999999999
11829,54330,2013-08-13,59.659,,
11829,60601,2013-11-21,85.0298,59.659,25.370799999999996
11830,45816,2012-02-29,3953.9884,,
11830,52009,2013-07-02,2598.9158,3953.9884,-1355.0726
11831,46003,2012-03-28,3953.9884,,
11831,52565,2013-07-13,2602.2529,3953.9884,-1351.7355000000002
11832,52950,2013-07-21,82.8529,,
11832,66036,2014-02-09,55.239,82.8529,-27.613900000000008
11833,60005,2013-11-12,15.4479,,
11833,64972,2014-01-26,95.6709,15.4479,80.223
11833,66916,2014-02-23,65.7365,95.6709,-29.934399999999997
11833,71118,2014-04-21,11.039,65.7365,-54.697500000000005
11833,71718,2014-04-30,77.3169,11.039,66.2779
11834,45968,2012-03-23,3953.9884,,
11834,52716,2013-07-16,2574.6279,3953.9884,-1379.3605000000002
11835,51397,2013-06-12,2562.7823,,
11835,58247,2013-10-18,2710.6092,2562.7823,147.82690000000002
11836,54942,2013-08-24,38.664,,
11836,56633,2013-09-22,38.675,38.664,0.01099999999999568
11837,45900,2012-03-14,3953.9884,,
11837,53054,2013-07-23,2591.1808,3953.9884,-1362.8076
11838,59183,2013-10-31,55.5042,,
11838,65099,2014-01-28,93.9029,55.5042,38.398700000000005
11839,45996,2012-03-27,3953.9884,,
11839,60017,2013-11-12,2626.5408,3953.9884,-1327.4476
11840,57201,2013-09-30,55.239,,
11840,57460,2013-10-04,41.2055,55.239,-14.033499999999997
11841,58309,2013-10-20,77.339,,
11841,59719,2013-11-08,77.3169,77.339,-0.02209999999999468
11841,66582,2014-02-18,26.2769,77.3169,-51.040000000000006
11841,68420,2014-03-17,112.6548,26.2769,86.3779
11841,70206,2014-04-08,46.7194,112.6548,-65.93539999999999
11842,57885,2013-10-12,44.189,,
11842,72288,2014-05-06,65.1729,44.189,20.9839
11843,52376,2013-07-10,82.3004,,
11843,54080,2013-08-08,46.7194,82.3004,-35.580999999999996
11844,67784,2014-03-07,55.239,,
11844,74582,2014-06-13,82.8529,55.239,27.613900000000008
11845,52683,2013-07-16,44.1779,,
11845,54636,2013-08-18,46.7194,44.1779,2.541499999999999
11845,68107,2014-03-12,71.7919,46.7194,25.072499999999998
11845,72669,2014-05-11,55.2169,71.7919,-16.574999999999996
11846,56939,2013-09-28,38.675,,
11846,61863,2013-12-10,55.239,38.675,16.564
11847,61071,2013-11-28,82.8529,,
11847,70833,2014-04-17,55.239,82.8529,-27.613900000000008
11848,62890,2013-12-27,55.239,,
11848,72477,2014-05-08,46.7194,55.239,-8.519599999999997
11849,71636,2014-04-29,65.1729,,
11849,74580,2014-06-13,219.884,65.1729,154.7111
11850,55906,2013-09-08,109.9144,,
11850,59349,2013-11-03,55.239,109.9144,-54.6754
11851,60264,2013-11-16,55.239,,
11851,72391,2014-05-07,38.675,55.239,-16.564
11852,61896,2013-12-10,82.8529,,
11852,65564,2014-02-02,55.239,82.8529,-27.613900000000008
11853,57748,2013-10-10,55.239,,
11853,60546,2013-11-20,44.189,55.239,-11.049999999999997
11854,45987,2012-03-26,3953.9884,,
11854,60233,2013-11-15,2659.6577,3953.9884,-1294.3307
11855,56889,2013-09-27,44.189,,
11855,66156,2014-02-11,55.239,44.189,11.049999999999997
11856,71954,2014-05-01,65.1729,,
11856,74251,2014-06-02,82.8529,65.1729,17.680000000000007
11857,67840,2014-03-08,55.239,,
11857,72392,2014-05-07,82.8529,55.239,27.613900000000008
11858,55094,2013-08-27,55.239,,
11858,61998,2013-12-12,38.675,55.239,-16.564
11859,56635,2013-09-22,41.2055,,
11859,72075,2014-05-03,38.664,41.2055,-2.541499999999999
11860,61463,2013-12-03,38.675,,
11860,70605,2014-04-14,38.664,38.675,-0.01099999999999568
11861,57993,2013-10-14,46.7194,,
11861,59733,2013-11-08,65.1729,46.7194,18.4535
11861,71641,2014-04-29,40.432,65.1729,-24.740899999999996
11861,71721,2014-04-30,55.2169,40.432,14.7849
11861,73667,2014-05-24,108.8204,55.2169,53.603500000000004
11862,58074,2013-10-16,184.4798,,
11862,68994,2014-03-25,46.7194,184.4798,-137.7604
11863,65629,2014-02-03,8.7848,,
11863,65718,2014-02-04,44.189,8.7848,35.4042
11864,53701,2013-08-01,44.189,,
11864,59581,2013-11-06,8.7848,44.189,-35.4042
11865,52918,2013-07-20,118.2019,,
11865,67839,2014-03-08,8.7848,118.2019,-109.41709999999999
11866,52931,2013-07-21,8.7848,,
11866,56891,2013-09-27,38.675,8.7848,29.890199999999997
11867,59444,2013-11-04,82.8529,,
11867,68953,2014-03-25,8.7848,82.8529,-74.0681
11868,52144,2013-07-05,68.4769,,
11868,57392,2013-10-03,16.5529,68.4769,-51.924
11868,60146,2013-11-14,5.514,16.5529,-11.038900000000002
11868,69677,2014-04-01,79.0959,5.514,73.5819
