SalesOrderID,OrderDate,CustomerID,TotalDue,RowNumberRank,RankValue,DenseRankValue
45434,2012-01-14,11252,3953.9884,3375,2454,2397
45436,2012-01-14,28130,3953.9884,3376,2454,2397
45437,2012-01-14,28169,3953.9884,3377,2454,2397
45438,2012-01-14,29334,3953.9884,3378,2454,2397
45440,2012-01-15,14198,3953.9884,3379,2454,2397
45441,2012-01-15,11216,3953.9884,3380,2454,2397
45442,2012-01-15,29335,3953.9884,3381,2454,2397
45443,2012-01-15,29350,3953.9884,3382,2454,2397
45444,2012-01-15,19102,3953.9884,3383,2454,2397
45445,2012-01-15,19105,3953.9884,3384,2454,2397
45447,2012-01-16,19558,3953.9884,3385,2454,2397
45449,2012-01-17,14189,3953.9884,3386,2454,2397
45450,2012-01-17,28624,3953.9884,3387,2454,2397
45451,2012-01-17,29279,3953.9884,3388,2454,2397
45452,2012-01-17,19559,3953.9884,3389,2454,2397
45453,2012-01-18,12549,3953.9884,3390,2454,2397
45454,2012-01-18,23074,3953.9884,3391,2454,2397
45455,2012-01-19,14163,3953.9884,3392,2454,2397
45456,2012-01-19,23113,3953.9884,3393,2454,2397
45457,2012-01-19,27752,3953.9884,3394,2454,2397
45458,2012-01-19,19599,3953.9884,3395,2454,2397
45459,2012-01-19,19605,3953.9884,3396,2454,2397
45461,2012-01-20,28646,3953.9884,3397,2454,2397
45462,2012-01-20,28647,3953.9884,3398,2454,2397
45463,2012-01-20,11171,3953.9884,3399,2454,2397
45464,2012-01-20,19586,3953.9884,3400,2454,2397
45466,2012-01-21,19611,3953.9884,3401,2454,2397
45468,2012-01-22,23164,3953.9884,3402,2454,2397
45470,2012-01-22,28177,3953.9884,3403,2454,2397
45471,2012-01-22,29280,3953.9884,3404,2454,2397
45472,2012-01-22,19095,3953.9884,3405,2454,2397
45473,2012-01-22,19592,3953.9884,3406,2454,2397
45474,2012-01-22,19595,3953.9884,3407,2454,2397
45475,2012-01-22,19601,3953.9884,3408,2454,2397
45476,2012-01-22,19614,3953.9884,3409,2454,2397
45477,2012-01-23,14160,3953.9884,3410,2454,2397
45478,2012-01-23,29354,3953.9884,3411,2454,2397
45479,2012-01-23,19099,3953.9884,3412,2454,2397
45480,2012-01-23,19564,3953.9884,3413,2454,2397
45481,2012-01-23,19563,3953.9884,3414,2454,2397
45482,2012-01-24,12522,3953.9884,3415,2454,2397
45483,2012-01-24,14181,3953.9884,3416,2454,2397
45484,2012-01-24,23267,3953.9884,3417,2454,2397
45485,2012-01-24,11257,3953.9884,3418,2454,2397
45487,2012-01-24,19556,3953.9884,3419,2454,2397
45488,2012-01-24,19577,3953.9884,3420,2454,2397
45489,2012-01-24,19602,3953.9884,3421,2454,2397
45490,2012-01-24,22976,3953.9884,3422,2454,2397
45491,2012-01-25,27672,3953.9884,3423,2454,2397
45494,2012-01-25,19609,3953.9884,3424,2454,2397
45496,2012-01-26,29340,3953.9884,3425,2454,2397
45497,2012-01-26,28354,3953.9884,3426,2454,2397
45498,2012-01-26,28574,3953.9884,3427,2454,2397
45499,2012-01-26,28626,3953.9884,3428,2454,2397
45500,2012-01-26,11189,3953.9884,3429,2454,2397
45502,2012-01-26,28173,3953.9884,3430,2454,2397
45503,2012-01-26,22995,3953.9884,3431,2454,2397
45505,2012-01-26,19593,3953.9884,3432,2454,2397
45506,2012-01-26,19615,3953.9884,3433,2454,2397
45507,2012-01-26,19616,3953.9884,3434,2454,2397
45508,2012-01-27,12510,3953.9884,3435,2454,2397
45509,2012-01-27,14148,3953.9884,3436,2454,2397
45510,2012-01-27,22998,3953.9884,3437,2454,2397
45511,2012-01-28,12523,3953.9884,3438,2454,2397
45512,2012-01-28,11175,3953.9884,3439,2454,2397
45514,2012-01-28,28051,3953.9884,3440,2454,2397
45515,2012-01-28,19557,3953.9884,3441,2454,2397
45580,2012-01-29,14428,3953.9884,3442,2454,2397
45581,2012-01-29,11263,3953.9884,3443,2454,2397
45582,2012-01-29,28656,3953.9884,3444,2454,2397
45583,2012-01-29,11274,3953.9884,3445,2454,2397
45586,2012-01-30,12613,3953.9884,3446,2454,2397
45587,2012-01-30,11531,3953.9884,3447,2454,2397
45588,2012-01-30,11275,3953.9884,3448,2454,2397
45589,2012-01-30,19784,3953.9884,3449,2454,2397
45590,2012-01-30,19763,3953.9884,3450,2454,2397
45593,2012-01-31,15118,3953.9884,3451,2454,2397
45594,2012-01-31,11282,3953.9884,3452,2454,2397
45595,2012-01-31,11515,3953.9884,3453,2454,2397
45599,2012-01-31,19794,3953.9884,3454,2454,2397
45600,2012-01-31,19628,3953.9884,3455,2454,2397
45602,2012-02-01,12607,3953.9884,3456,2454,2397
45603,2012-02-01,11296,3953.9884,3457,2454,2397
45604,2012-02-01,11317,3953.9884,3458,2454,2397
45605,2012-02-01,11626,3953.9884,3459,2454,2397
45606,2012-02-01,19967,3953.9884,3460,2454,2397
45609,2012-02-01,14774,3953.9884,3461,2454,2397
45610,2012-02-02,11303,3953.9884,3462,2454,2397
45611,2012-02-02,11535,3953.9884,3463,2454,2397
45612,2012-02-02,14795,3953.9884,3464,2454,2397
45613,2012-02-03,11522,3953.9884,3465,2454,2397
45614,2012-02-03,23385,3953.9884,3466,2454,2397
45616,2012-02-03,14800,3953.9884,3467,2454,2397
45617,2012-02-03,15354,3953.9884,3468,2454,2397
45618,2012-02-03,12618,3953.9884,3469,2454,2397
45619,2012-02-03,19787,3953.9884,3470,2454,2397
45620,2012-02-03,19951,3953.9884,3471,2454,2397
45623,2012-02-04,14769,3953.9884,3472,2454,2397
45624,2012-02-04,11291,3953.9884,3473,2454,2397
45625,2012-02-04,11307,3953.9884,3474,2454,2397
45626,2012-02-04,11259,3953.9884,3475,2454,2397
45628,2012-02-04,19795,3953.9884,3476,2454,2397
45632,2012-02-05,14775,3953.9884,3477,2454,2397
45634,2012-02-05,19766,3953.9884,3478,2454,2397
45635,2012-02-06,23351,3953.9884,3479,2454,2397
45636,2012-02-06,11302,3953.9884,3480,2454,2397
45637,2012-02-06,11525,3953.9884,3481,2454,2397
45639,2012-02-06,19782,3953.9884,3482,2454,2397
45640,2012-02-06,19964,3953.9884,3483,2454,2397
45641,2012-02-07,23306,3953.9884,3484,2454,2397
45642,2012-02-07,11623,3953.9884,3485,2454,2397
45643,2012-02-08,14541,3953.9884,3486,2454,2397
45646,2012-02-08,11289,3953.9884,3487,2454,2397
45648,2012-02-08,19791,3953.9884,3488,2454,2397
45649,2012-02-09,11319,3953.9884,3489,2454,2397
45650,2012-02-09,28652,3953.9884,3490,2454,2397
45651,2012-02-09,19771,3953.9884,3491,2454,2397
45655,2012-02-10,11323,3953.9884,3492,2454,2397
45656,2012-02-10,11617,3953.9884,3493,2454,2397
45657,2012-02-10,11266,3953.9884,3494,2454,2397
45658,2012-02-10,11270,3953.9884,3495,2454,2397
45660,2012-02-10,19797,3953.9884,3496,2454,2397
45664,2012-02-11,14713,3953.9884,3497,2454,2397
45667,2012-02-11,19957,3953.9884,3498,2454,2397
45668,2012-02-12,11298,3953.9884,3499,2454,2397
45669,2012-02-12,11528,3953.9884,3500,2454,2397
45670,2012-02-12,11541,3953.9884,3501,2454,2397
45671,2012-02-12,11628,3953.9884,3502,2454,2397
45673,2012-02-12,19790,3953.9884,3503,2454,2397
45674,2012-02-12,19948,3953.9884,3504,2454,2397
45678,2012-02-13,11281,3953.9884,3505,2454,2397
45679,2012-02-13,11540,3953.9884,3506,2454,2397
45680,2012-02-13,23283,3953.9884,3507,2454,2397
45681,2012-02-13,19789,3953.9884,3508,2454,2397
45682,2012-02-13,19950,3953.9884,3509,2454,2397
45683,2012-02-14,14709,3953.9884,3510,2454,2397
45689,2012-02-14,19773,3953.9884,3511,2454,2397
45690,2012-02-14,19958,3953.9884,3512,2454,2397
45692,2012-02-15,14425,3953.9884,3513,2454,2397
45693,2012-02-15,15083,3953.9884,3514,2454,2397
45694,2012-02-15,15097,3953.9884,3515,2454,2397
45695,2012-02-15,11292,3953.9884,3516,2454,2397
45696,2012-02-15,11326,3953.9884,3517,2454,2397
45697,2012-02-15,11516,3953.9884,3518,2454,2397
45700,2012-02-16,11278,3953.9884,3519,2454,2397
45701,2012-02-16,11538,3953.9884,3520,2454,2397
45703,2012-02-16,19947,3953.9884,3521,2454,2397
45704,2012-02-17,14772,3953.9884,3522,2454,2397
45705,2012-02-17,23378,3953.9884,3523,2454,2397
45706,2012-02-17,11267,3953.9884,3524,2454,2397
45708,2012-02-17,19765,3953.9884,3525,2454,2397
45709,2012-02-17,19793,3953.9884,3526,2454,2397
45710,2012-02-17,19963,3953.9884,3527,2454,2397
45711,2012-02-17,19621,3953.9884,3528,2454,2397
45713,2012-02-18,15088,3953.9884,3529,2454,2397
45714,2012-02-18,11534,3953.9884,3530,2454,2397
45715,2012-02-18,19770,3953.9884,3531,2454,2397
45716,2012-02-18,19783,3953.9884,3532,2454,2397
45717,2012-02-19,11325,3953.9884,3533,2454,2397
45718,2012-02-19,11272,3953.9884,3534,2454,2397
45720,2012-02-19,19653,3953.9884,3535,2454,2397
45723,2012-02-20,11290,3953.9884,3536,2454,2397
45724,2012-02-20,12620,3953.9884,3537,2454,2397
45725,2012-02-20,14789,3953.9884,3538,2454,2397
45726,2012-02-20,12614,3953.9884,3539,2454,2397
45728,2012-02-21,14426,3953.9884,3540,2454,2397
45729,2012-02-21,15087,3953.9884,3541,2454,2397
45731,2012-02-21,11286,3953.9884,3542,2454,2397
45732,2012-02-21,11537,3953.9884,3543,2454,2397
45733,2012-02-21,11624,3953.9884,3544,2454,2397
45734,2012-02-21,11630,3953.9884,3545,2454,2397
45735,2012-02-21,19792,3953.9884,3546,2454,2397
45736,2012-02-21,19960,3953.9884,3547,2454,2397
45737,2012-02-21,19965,3953.9884,3548,2454,2397
45740,2012-02-22,19786,3953.9884,3549,2454,2397
45741,2012-02-22,19788,3953.9884,3550,2454,2397
45742,2012-02-22,19620,3953.9884,3551,2454,2397
45743,2012-02-22,19631,3953.9884,3552,2454,2397
45745,2012-02-23,15089,3953.9884,3553,2454,2397
45746,2012-02-23,23376,3953.9884,3554,2454,2397
45747,2012-02-23,11539,3953.9884,3555,2454,2397
45749,2012-02-23,14797,3953.9884,3556,2454,2397
45752,2012-02-23,19772,3953.9884,3557,2454,2397
45753,2012-02-23,19966,3953.9884,3558,2454,2397
45754,2012-02-24,11529,3953.9884,3559,2454,2397
45755,2012-02-24,11536,3953.9884,3560,2454,2397
45756,2012-02-24,11625,3953.9884,3561,2454,2397
45757,2012-02-25,12561,3953.9884,3562,2454,2397
45758,2012-02-25,15106,3953.9884,3563,2454,2397
45759,2012-02-25,11295,3953.9884,3564,2454,2397
45760,2012-02-25,11329,3953.9884,3565,2454,2397
45761,2012-02-25,11629,3953.9884,3566,2454,2397
45762,2012-02-25,12621,3953.9884,3567,2454,2397
45763,2012-02-25,19959,3953.9884,3568,2454,2397
45764,2012-02-25,19652,3953.9884,3569,2454,2397
45766,2012-02-26,11297,3953.9884,3570,2454,2397
45767,2012-02-26,11299,3953.9884,3571,2454,2397
45768,2012-02-26,11324,3953.9884,3572,2454,2397
45769,2012-02-26,11327,3953.9884,3573,2454,2397
45770,2012-02-26,19956,3953.9884,3574,2454,2397
45771,2012-02-27,11271,3953.9884,3575,2454,2397
45772,2012-02-27,19785,3953.9884,3576,2454,2397
45773,2012-02-27,19949,3953.9884,3577,2454,2397
45774,2012-02-27,11261,3953.9884,3578,2454,2397
45775,2012-02-28,14207,3953.9884,3579,2454,2397
45776,2012-02-28,23281,3953.9884,3580,2454,2397
45816,2012-02-29,11830,3953.9884,3581,2454,2397
45817,2012-02-29,14801,3953.9884,3582,2454,2397
45819,2012-02-29,20160,3953.9884,3583,2454,2397
45822,2012-03-01,20246,3953.9884,3584,2454,2397
45823,2012-03-01,20253,3953.9884,3585,2454,2397
45824,2012-03-02,11696,3953.9884,3586,2454,2397
45825,2012-03-02,23725,3953.9884,3587,2454,2397
45826,2012-03-02,23858,3953.9884,3588,2454,2397
45827,2012-03-02,15440,3953.9884,3589,2454,2397
45829,2012-03-02,20245,3953.9884,3590,2454,2397
45830,2012-03-02,20151,3953.9884,3591,2454,2397
45831,2012-03-02,20158,3953.9884,3592,2454,2397
45833,2012-03-03,11815,3953.9884,3593,2454,2397
45834,2012-03-03,11816,3953.9884,3594,2454,2397
45835,2012-03-03,11688,3953.9884,3595,2454,2397
45836,2012-03-03,14823,3953.9884,3596,2454,2397
45838,2012-03-03,20213,3953.9884,3597,2454,2397
45841,2012-03-04,12804,3953.9884,3598,2454,2397
45842,2012-03-04,11742,3953.9884,3599,2454,2397
45843,2012-03-04,11775,3953.9884,3600,2454,2397
45844,2012-03-04,11812,3953.9884,3601,2454,2397
45845,2012-03-05,23566,3953.9884,3602,2454,2397
45846,2012-03-05,23592,3953.9884,3603,2454,2397
45849,2012-03-05,20154,3953.9884,3604,2454,2397
45850,2012-03-06,11776,3953.9884,3605,2454,2397
45851,2012-03-06,11683,3953.9884,3606,2454,2397
45853,2012-03-06,15453,3953.9884,3607,2454,2397
45854,2012-03-06,15620,3953.9884,3608,2454,2397
45856,2012-03-06,20247,3953.9884,3609,2454,2397
45859,2012-03-07,12754,3953.9884,3610,2454,2397
45860,2012-03-07,23829,3953.9884,3611,2454,2397
45861,2012-03-07,12650,3953.9884,3612,2454,2397
45862,2012-03-08,14827,3953.9884,3613,2454,2397
45863,2012-03-08,11873,3953.9884,3614,2454,2397
45864,2012-03-08,19968,3953.9884,3615,2454,2397
45865,2012-03-08,20157,3953.9884,3616,2454,2397
45866,2012-03-08,15621,3953.9884,3617,2454,2397
45867,2012-03-09,11772,3953.9884,3618,2454,2397
45868,2012-03-09,14819,3953.9884,3619,2454,2397
45869,2012-03-09,14822,3953.9884,3620,2454,2397
45873,2012-03-10,11925,3953.9884,3621,2454,2397
45875,2012-03-10,20242,3953.9884,3622,2454,2397
45876,2012-03-10,19975,3953.9884,3623,2454,2397
45878,2012-03-11,12750,3953.9884,3624,2454,2397
45880,2012-03-11,11707,3953.9884,3625,2454,2397
45881,2012-03-11,23397,3953.9884,3626,2454,2397
45882,2012-03-11,11745,3953.9884,3627,2454,2397
45883,2012-03-11,11799,3953.9884,3628,2454,2397
45884,2012-03-11,11678,3953.9884,3629,2454,2397
45885,2012-03-11,12655,3953.9884,3630,2454,2397
45888,2012-03-11,20217,3953.9884,3631,2454,2397
45892,2012-03-12,20226,3953.9884,3632,2454,2397
45893,2012-03-12,23842,3953.9884,3633,2454,2397
45895,2012-03-13,11727,3953.9884,3634,2454,2397
45896,2012-03-13,12632,3953.9884,3635,2454,2397
45897,2012-03-14,11933,3953.9884,3636,2454,2397
45898,2012-03-14,23830,3953.9884,3637,2454,2397
45899,2012-03-14,11817,3953.9884,3638,2454,2397
45900,2012-03-14,11837,3953.9884,3639,2454,2397
45901,2012-03-14,11665,3953.9884,3640,2454,2397
45902,2012-03-14,15614,3953.9884,3641,2454,2397
45903,2012-03-14,15619,3953.9884,3642,2454,2397
45904,2012-03-14,20241,3953.9884,3643,2454,2397
45905,2012-03-14,20152,3953.9884,3644,2454,2397
45906,2012-03-14,20159,3953.9884,3645,2454,2397
45907,2012-03-14,20214,3953.9884,3646,2454,2397
45910,2012-03-15,11777,3953.9884,3647,2454,2397
45911,2012-03-15,11797,3953.9884,3648,2454,2397
45912,2012-03-15,23819,3953.9884,3649,2454,2397
45918,2012-03-16,11741,3953.9884,3650,2454,2397
45919,2012-03-16,11780,3953.9884,3651,2454,2397
45920,2012-03-16,23730,3953.9884,3652,2454,2397
45921,2012-03-16,11798,3953.9884,3653,2454,2397
45922,2012-03-16,23731,3953.9884,3654,2454,2397
45923,2012-03-16,11811,3953.9884,3655,2454,2397
45924,2012-03-16,14803,3953.9884,3656,2454,2397
45926,2012-03-17,23486,3953.9884,3657,2454,2397
45927,2012-03-17,11796,3953.9884,3658,2454,2397
45928,2012-03-17,11813,3953.9884,3659,2454,2397
45929,2012-03-17,11825,3953.9884,3660,2454,2397
45931,2012-03-17,20249,3953.9884,3661,2454,2397
45932,2012-03-17,20211,3953.9884,3662,2454,2397
45933,2012-03-18,11779,3953.9884,3663,2454,2397
45934,2012-03-18,11666,3953.9884,3664,2454,2397
45937,2012-03-19,14824,3953.9884,3665,2454,2397
45938,2012-03-19,11654,3953.9884,3666,2454,2397
45940,2012-03-19,20244,3953.9884,3667,2454,2397
45941,2012-03-19,19978,3953.9884,3668,2454,2397
45942,2012-03-19,20219,3953.9884,3669,2454,2397
45943,2012-03-19,20221,3953.9884,3670,2454,2397
45944,2012-03-19,20225,3953.9884,3671,2454,2397
45949,2012-03-20,19970,3953.9884,3672,2454,2397
45950,2012-03-20,19974,3953.9884,3673,2454,2397
45953,2012-03-21,23859,3953.9884,3674,2454,2397
45954,2012-03-21,11810,3953.9884,3675,2454,2397
45956,2012-03-21,19979,3953.9884,3676,2454,2397
45957,2012-03-22,11809,3953.9884,3677,2454,2397
45958,2012-03-22,11818,3953.9884,3678,2454,2397
45959,2012-03-22,11872,3953.9884,3679,2454,2397
45960,2012-03-22,11671,3953.9884,3680,2454,2397
45961,2012-03-22,12717,3953.9884,3681,2454,2397
45962,2012-03-22,20227,3953.9884,3682,2454,2397
45963,2012-03-22,20238,3953.9884,3683,2454,2397
45964,2012-03-22,20215,3953.9884,3684,2454,2397
45968,2012-03-23,11834,3953.9884,3685,2454,2397
45969,2012-03-23,20156,3953.9884,3686,2454,2397
45973,2012-03-24,11773,3953.9884,3687,2454,2397
45976,2012-03-24,20239,3953.9884,3688,2454,2397
45977,2012-03-24,20216,3953.9884,3689,2454,2397
45979,2012-03-25,15630,3953.9884,3690,2454,2397
45980,2012-03-25,15631,3953.9884,3691,2454,2397
45981,2012-03-25,12805,3953.9884,3692,2454,2397
45982,2012-03-25,19977,3953.9884,3693,2454,2397
45983,2012-03-26,14830,3953.9884,3694,2454,2397
45984,2012-03-26,11690,3953.9884,3695,2454,2397
45985,2012-03-26,11708,3953.9884,3696,2454,2397
45986,2012-03-26,11743,3953.9884,3697,2454,2397
45987,2012-03-26,11854,3953.9884,3698,2454,2397
45988,2012-03-26,11675,3953.9884,3699,2454,2397
45989,2012-03-26,12631,3953.9884,3700,2454,2397
45990,2012-03-26,12711,3953.9884,3701,2454,2397
45993,2012-03-27,11924,3953.9884,3702,2454,2397
45994,2012-03-27,11774,3953.9884,3703,2454,2397
45995,2012-03-27,23846,3953.9884,3704,2454,2397
45996,2012-03-27,11839,3953.9884,3705,2454,2397
45999,2012-03-28,23583,3953.9884,3706,2454,2397
46000,2012-03-28,11778,3953.9884,3707,2454,2397
46001,2012-03-28,23806,3953.9884,3708,2454,2397
46002,2012-03-28,11826,3953.9884,3709,2454,2397
46003,2012-03-28,11831,3953.9884,3710,2454,2397
46004,2012-03-28,11664,3953.9884,3711,2454,2397
46005,2012-03-28,12749,3953.9884,3712,2454,2397
46006,2012-03-28,20236,3953.9884,3713,2454,2397
46007,2012-03-28,20220,3953.9884,3714,2454,2397
46013,2012-03-29,11705,3953.9884,3715,2454,2397
46014,2012-03-29,23396,3953.9884,3716,2454,2397
46015,2012-03-29,23511,3953.9884,3717,2454,2397
46016,2012-03-29,11885,3953.9884,3718,2454,2397
46017,2012-03-29,11886,3953.9884,3719,2454,2397
46018,2012-03-29,11663,3953.9884,3720,2454,2397
46020,2012-03-29,20228,3953.9884,3721,2454,2397
46021,2012-03-29,19971,3953.9884,3722,2454,2397
46108,2012-03-30,12018,3953.9884,3723,2454,2397
46109,2012-03-30,12167,3953.9884,3724,2454,2397
46110,2012-03-30,12169,3953.9884,3725,2454,2397
46111,2012-03-30,11937,3953.9884,3726,2454,2397
46112,2012-03-30,11945,3953.9884,3727,2454,2397
46113,2012-03-30,11955,3953.9884,3728,2454,2397
46114,2012-03-30,12053,3953.9884,3729,2454,2397
46115,2012-03-30,12104,3953.9884,3730,2454,2397
46117,2012-03-30,20446,3953.9884,3731,2454,2397
46118,2012-03-30,20611,3953.9884,3732,2454,2397
46120,2012-03-31,12023,3953.9884,3733,2454,2397
46121,2012-03-31,12069,3953.9884,3734,2454,2397
46122,2012-03-31,24284,3953.9884,3735,2454,2397
46123,2012-03-31,12152,3953.9884,3736,2454,2397
46124,2012-03-31,20447,3953.9884,3737,2454,2397
46125,2012-04-01,11956,3953.9884,3738,2454,2397
46128,2012-04-01,14945,3953.9884,3739,2454,2397
46129,2012-04-01,20420,3953.9884,3740,2454,2397
46130,2012-04-02,12171,3953.9884,3741,2454,2397
46131,2012-04-02,11954,3953.9884,3742,2454,2397
46132,2012-04-02,23865,3953.9884,3743,2454,2397
46133,2012-04-02,12105,3953.9884,3744,2454,2397
46134,2012-04-02,20259,3953.9884,3745,2454,2397
46135,2012-04-02,20416,3953.9884,3746,2454,2397
46136,2012-04-02,20426,3953.9884,3747,2454,2397
46137,2012-04-02,20600,3953.9884,3748,2454,2397
46138,2012-04-02,13405,3953.9884,3749,2454,2397
46142,2012-04-03,24310,3953.9884,3750,2454,2397
46148,2012-04-04,12052,3953.9884,3751,2454,2397
46149,2012-04-04,12120,3953.9884,3752,2454,2397
46152,2012-04-04,20424,3953.9884,3753,2454,2397
46155,2012-04-05,12076,3953.9884,3754,2454,2397
46156,2012-04-05,12118,3953.9884,3755,2454,2397
46161,2012-04-06,12819,3953.9884,3756,2454,2397
46162,2012-04-06,12163,3953.9884,3757,2454,2397
46163,2012-04-06,12042,3953.9884,3758,2454,2397
46164,2012-04-06,12079,3953.9884,3759,2454,2397
46165,2012-04-06,12141,3953.9884,3760,2454,2397
46166,2012-04-06,15657,3953.9884,3761,2454,2397
46169,2012-04-06,12094,3953.9884,3762,2454,2397
46170,2012-04-07,12156,3953.9884,3763,2454,2397
46171,2012-04-07,24342,3953.9884,3764,2454,2397
46172,2012-04-07,12030,3953.9884,3765,2454,2397
46173,2012-04-07,20283,3953.9884,3766,2454,2397
46174,2012-04-07,20608,3953.9884,3767,2454,2397
46177,2012-04-08,12102,3953.9884,3768,2454,2397
46179,2012-04-09,11983,3953.9884,3769,2454,2397
46180,2012-04-09,12084,3953.9884,3770,2454,2397
46184,2012-04-10,14834,3953.9884,3771,2454,2397
46185,2012-04-10,15632,3953.9884,3772,2454,2397
46186,2012-04-10,12041,3953.9884,3773,2454,2397
46187,2012-04-10,24235,3953.9884,3774,2454,2397
46188,2012-04-10,20430,3953.9884,3775,2454,2397
46189,2012-04-10,20606,3953.9884,3776,2454,2397
46190,2012-04-10,15653,3953.9884,3777,2454,2397
46191,2012-04-10,14956,3953.9884,3778,2454,2397
46192,2012-04-11,12830,3953.9884,3779,2454,2397
46194,2012-04-11,11939,3953.9884,3780,2454,2397
46195,2012-04-11,12027,3953.9884,3781,2454,2397
46196,2012-04-11,12109,3953.9884,3782,2454,2397
46199,2012-04-11,20256,3953.9884,3783,2454,2397
46200,2012-04-11,20260,3953.9884,3784,2454,2397
46201,2012-04-11,20610,3953.9884,3785,2454,2397
46205,2012-04-12,12162,3953.9884,3786,2454,2397
46208,2012-04-12,20284,3953.9884,3787,2454,2397
46209,2012-04-12,12849,3953.9884,3788,2454,2397
46210,2012-04-12,12866,3953.9884,3789,2454,2397
46212,2012-04-13,12173,3953.9884,3790,2454,2397
46213,2012-04-13,12050,3953.9884,3791,2454,2397
46214,2012-04-13,12072,3953.9884,3792,2454,2397
46215,2012-04-13,20429,3953.9884,3793,2454,2397
46216,2012-04-13,20456,3953.9884,3794,2454,2397
46217,2012-04-13,20614,3953.9884,3795,2454,2397
46218,2012-04-14,12820,3953.9884,3796,2454,2397
46219,2012-04-14,24332,3953.9884,3797,2454,2397
46220,2012-04-14,24344,3953.9884,3798,2454,2397
46221,2012-04-14,23866,3953.9884,3799,2454,2397
46225,2012-04-14,20261,3953.9884,3800,2454,2397
46226,2012-04-14,13263,3953.9884,3801,2454,2397
46231,2012-04-15,12016,3953.9884,3802,2454,2397
46232,2012-04-15,12058,3953.9884,3803,2454,2397
46233,2012-04-15,23867,3953.9884,3804,2454,2397
46234,2012-04-15,12110,3953.9884,3805,2454,2397
46235,2012-04-15,12151,3953.9884,3806,2454,2397
46237,2012-04-15,12843,3953.9884,3807,2454,2397
46238,2012-04-16,14838,3953.9884,3808,2454,2397
46239,2012-04-16,14927,3953.9884,3809,2454,2397
46240,2012-04-16,23868,3953.9884,3810,2454,2397
46242,2012-04-16,20423,3953.9884,3811,2454,2397
46243,2012-04-16,20613,3953.9884,3812,2454,2397
46244,2012-04-16,13504,3953.9884,3813,2454,2397
46245,2012-04-16,14967,3953.9884,3814,2454,2397
46246,2012-04-17,12143,3953.9884,3815,2454,2397
46250,2012-04-17,14940,3953.9884,3816,2454,2397
46252,2012-04-18,14939,3953.9884,3817,2454,2397
46253,2012-04-18,12082,3953.9884,3818,2454,2397
46254,2012-04-18,12096,3953.9884,3819,2454,2397
46255,2012-04-18,20451,3953.9884,3820,2454,2397
46256,2012-04-18,15652,3953.9884,3821,2454,2397
46258,2012-04-19,12160,3953.9884,3822,2454,2397
46259,2012-04-19,12025,3953.9884,3823,2454,2397
46260,2012-04-19,12108,3953.9884,3824,2454,2397
46262,2012-04-19,20445,3953.9884,3825,2454,2397
46263,2012-04-19,12834,3953.9884,3826,2454,2397
46265,2012-04-20,11934,3953.9884,3827,2454,2397
46266,2012-04-20,20425,3953.9884,3828,2454,2397
46267,2012-04-20,20448,3953.9884,3829,2454,2397
46268,2012-04-20,20615,3953.9884,3830,2454,2397
46269,2012-04-20,15638,3953.9884,3831,2454,2397
46270,2012-04-21,24309,3953.9884,3832,2454,2397
46271,2012-04-21,12172,3953.9884,3833,2454,2397
46272,2012-04-21,12116,3953.9884,3834,2454,2397
46275,2012-04-21,20450,3953.9884,3835,2454,2397
46276,2012-04-21,20612,3953.9884,3836,2454,2397
46279,2012-04-22,12155,3953.9884,3837,2454,2397
46280,2012-04-22,12121,3953.9884,3838,2454,2397
46287,2012-04-23,12026,3953.9884,3839,2454,2397
46288,2012-04-23,12059,3953.9884,3840,2454,2397
46289,2012-04-23,12075,3953.9884,3841,2454,2397
46291,2012-04-23,20258,3953.9884,3842,2454,2397
46292,2012-04-23,20418,3953.9884,3843,2454,2397
46293,2012-04-23,14951,3953.9884,3844,2454,2397
46296,2012-04-24,12170,3953.9884,3845,2454,2397
46297,2012-04-24,12033,3953.9884,3846,2454,2397
46298,2012-04-24,12071,3953.9884,3847,2454,2397
46299,2012-04-24,20264,3953.9884,3848,2454,2397
46300,2012-04-24,20452,3953.9884,3849,2454,2397
46301,2012-04-25,12817,3953.9884,3850,2454,2397
46302,2012-04-25,12083,3953.9884,3851,2454,2397
46305,2012-04-25,14952,3953.9884,3852,2454,2397
46306,2012-04-26,12164,3953.9884,3853,2454,2397
46307,2012-04-26,20427,3953.9884,3854,2454,2397
46308,2012-04-26,20609,3953.9884,3855,2454,2397
46311,2012-04-27,12841,3953.9884,3856,2454,2397
46312,2012-04-28,12153,3953.9884,3857,2454,2397
46313,2012-04-28,12078,3953.9884,3858,2454,2397
46314,2012-04-28,12112,3953.9884,3859,2454,2397
46315,2012-04-28,12142,3953.9884,3860,2454,2397
46318,2012-04-28,20444,3953.9884,3861,2454,2397
46319,2012-04-29,12103,3953.9884,3862,2454,2397
46390,2012-04-30,12440,3953.9884,3863,2454,2397
46391,2012-04-30,20995,3953.9884,3864,2454,2397
46392,2012-04-30,13537,3953.9884,3865,2454,2397
46393,2012-04-30,15695,3953.9884,3866,2454,2397
46394,2012-05-01,15055,3953.9884,3867,2454,2397
46396,2012-05-01,12442,3953.9884,3868,2454,2397
46398,2012-05-01,20992,3953.9884,3869,2454,2397
46399,2012-05-01,20820,3953.9884,3870,2454,2397
46400,2012-05-01,20987,3953.9884,3871,2454,2397
46401,2012-05-01,20993,3953.9884,3872,2454,2397
