SalesOrderID,OrderDate,CustomerID,TotalDue,TotalDueRank
56334,2013-09-17,12657,2587.8769,8442
56369,2013-09-17,12356,2587.8769,8442
58407,2013-10-21,12681,2587.8769,8442
59808,2013-11-09,14478,2587.8769,8442
59877,2013-11-10,14256,2587.8769,8442
61604,2013-12-06,12615,2587.8769,8442
61713,2013-12-07,14433,2587.8769,8442
61949,2013-12-11,15906,2587.8769,8442
62379,2013-12-18,15166,2587.8769,8442
62826,2013-12-26,15625,2587.8769,8442
62925,2013-12-27,14477,2587.8769,8442
63044,2013-12-29,12435,2587.8769,8442
64547,2014-01-19,15925,2587.8769,8442
65032,2014-01-27,16196,2587.8769,8442
65071,2014-01-27,13964,2587.8769,8442
65755,2014-02-05,18135,2587.8769,8442
66997,2014-02-24,15768,2587.8769,8442
67127,2014-02-26,15984,2587.8769,8442
67242,2014-02-28,15540,2587.8769,8442
67776,2014-03-07,16424,2587.8769,8442
69130,2014-03-27,16892,2587.8769,8442
69131,2014-03-27,16907,2587.8769,8442
69133,2014-03-27,16116,2587.8769,8442
69618,2014-03-31,17439,2587.8769,8442
69878,2014-04-04,20556,2587.8769,8442
70143,2014-04-07,19705,2587.8769,8442
70294,2014-04-09,17001,2587.8769,8442
70437,2014-04-11,15764,2587.8769,8442
70797,2014-04-16,17542,2587.8769,8442
70854,2014-04-17,17363,2587.8769,8442
70988,2014-04-19,17545,2587.8769,8442
71186,2014-04-22,13161,2587.8769,8442
71433,2014-04-26,17766,2587.8769,8442
72408,2014-05-07,18513,2587.8769,8442
72409,2014-05-07,18460,2587.8769,8442
72697,2014-05-11,18429,2587.8769,8442
73228,2014-05-18,18613,2587.8769,8442
52762,2013-07-17,11534,2587.3133,8488
59906,2013-11-11,14162,2587.3133,8488
61796,2013-12-09,15116,2587.3133,8488
63532,2014-01-03,15482,2587.3133,8488
64712,2014-01-21,16820,2587.3133,8488
68203,2014-03-14,12520,2587.3133,8488
69706,2014-04-01,13710,2587.3133,8488
69986,2014-04-05,18959,2587.3133,8488
70640,2014-04-14,17433,2587.3133,8488
54468,2013-08-15,11535,2586.7387,8497
57356,2013-10-02,13378,2586.7387,8497
62381,2013-12-18,14584,2586.7387,8497
64897,2014-01-25,16206,2586.7387,8497
66478,2014-02-16,15873,2586.7387,8497
67819,2014-03-07,16111,2586.7387,8497
72317,2014-05-06,13734,2586.7387,8497
72969,2014-05-15,22816,2586.7387,8497
51408,2013-06-13,11247,2585.9542,8505
64963,2014-01-26,17220,2585.9542,8505
73693,2014-05-24,16347,2585.9542,8505
73767,2014-05-25,16159,2585.9542,8505
52410,2013-07-11,11250,2585.6669,8509
54111,2013-08-09,12124,2585.6669,8509
54757,2013-08-20,12017,2585.6669,8509
57844,2013-10-12,13261,2585.6669,8509
57846,2013-10-12,12308,2585.6669,8509
58288,2013-10-20,12492,2585.6669,8509
60044,2013-11-13,12612,2585.6669,8509
62097,2013-12-14,15695,2585.6669,8509
64599,2014-01-19,14039,2585.6669,8509
65337,2014-01-29,18160,2585.6669,8509
66777,2014-02-21,16565,2585.6669,8509
66821,2014-02-21,12007,2585.6669,8509
67702,2014-03-06,14712,2585.6669,8509
68820,2014-03-23,12614,2585.6669,8509
70211,2014-04-08,17460,2585.6669,8509
72286,2014-05-06,13513,2585.6669,8509
72867,2014-05-14,13546,2585.6669,8509
73764,2014-05-25,16348,2585.6669,8509
51270,2013-06-05,11341,2584.5619,8527
56377,2013-09-18,12381,2584.5619,8527
60519,2013-11-20,15688,2584.5619,8527
60631,2013-11-22,14191,2584.5619,8527
61327,2013-12-01,15684,2584.5619,8527
65490,2014-01-31,12901,2584.5619,8527
66092,2014-02-10,19029,2584.5619,8527
66320,2014-02-14,18134,2584.5619,8527
66952,2014-02-24,13845,2584.5619,8527
74038,2014-05-29,15087,2584.5619,8527
51582,2013-06-23,11052,2582.6834,8537
52104,2013-07-04,11327,2582.6834,8537
53769,2013-08-02,11917,2582.6834,8537
54802,2013-08-21,11536,2582.6834,8537
58456,2013-10-22,11742,2582.6834,8537
59954,2013-11-11,14357,2582.6834,8537
60292,2013-11-16,11516,2582.6834,8537
61550,2013-12-05,15097,2582.6834,8537
62663,2013-12-23,14510,2582.6834,8537
63340,2013-12-31,12448,2582.6834,8537
63791,2014-01-07,15483,2582.6834,8537
63929,2014-01-09,15417,2582.6834,8537
64165,2014-01-13,11993,2582.6834,8537
65143,2014-01-28,11998,2582.6834,8537
67004,2014-02-24,14279,2582.6834,8537
69911,2014-04-04,13387,2582.6834,8537
69955,2014-04-05,12749,2582.6834,8537
70064,2014-04-06,13145,2582.6834,8537
70642,2014-04-14,20470,2582.6834,8537
71474,2014-04-26,15752,2582.6834,8537
71666,2014-04-29,17591,2582.6834,8537
71743,2014-04-30,13706,2582.6834,8537
72334,2014-05-06,16180,2582.6834,8537
72415,2014-05-07,16616,2582.6834,8537
73468,2014-05-21,18388,2582.6834,8537
74040,2014-05-29,12830,2582.6834,8537
60682,2013-11-22,11777,2582.6723,8563
65541,2014-02-01,12904,2582.6723,8563
57056,2013-09-30,29869,2582.6019,8565
51594,2013-06-24,11104,2580.1529,8566
52160,2013-07-06,11422,2580.1529,8566
56681,2013-09-23,11625,2580.1529,8566
56682,2013-09-23,13093,2580.1529,8566
56797,2013-09-26,12630,2580.1529,8566
58690,2013-10-26,11919,2580.1529,8566
58760,2013-10-27,13369,2580.1529,8566
59385,2013-11-03,11775,2580.1529,8566
61075,2013-11-28,14297,2580.1529,8566
61114,2013-11-29,12857,2580.1529,8566
61634,2013-12-06,12440,2580.1529,8566
64187,2014-01-14,15675,2580.1529,8566
66051,2014-02-09,17175,2580.1529,8566
66056,2014-02-09,15959,2580.1529,8566
67186,2014-02-27,15127,2580.1529,8566
68009,2014-03-10,15192,2580.1529,8566
69064,2014-03-26,15220,2580.1529,8566
69623,2014-03-31,17157,2580.1529,8566
70428,2014-04-11,18352,2580.1529,8566
70712,2014-04-15,17462,2580.1529,8566
72551,2014-05-09,20708,2580.1529,8566
72588,2014-05-10,22836,2580.1529,8566
72905,2014-05-14,18832,2580.1529,8566
51178,2013-05-30,11245,2580.1419,8589
51198,2013-05-31,11006,2580.1419,8589
51249,2013-06-03,11334,2580.1419,8589
53876,2013-08-05,12130,2580.1419,8589
54092,2013-08-08,12186,2580.1419,8589
54251,2013-08-12,11578,2580.1419,8589
54378,2013-08-14,12315,2580.1419,8589
54604,2013-08-18,13560,2580.1419,8589
55019,2013-08-25,12162,2580.1419,8589
55020,2013-08-25,12082,2580.1419,8589
55176,2013-08-28,11892,2580.1419,8589
55870,2013-09-08,12210,2580.1419,8589
56324,2013-09-16,12673,2580.1419,8589
56423,2013-09-18,11135,2580.1419,8589
57287,2013-10-01,13237,2580.1419,8589
57412,2013-10-03,13367,2580.1419,8589
58061,2013-10-15,11772,2580.1419,8589
58474,2013-10-23,11590,2580.1419,8589
58640,2013-10-26,13581,2580.1419,8589
58681,2013-10-26,13286,2580.1419,8589
59077,2013-10-30,14830,2580.1419,8589
59248,2013-11-01,12016,2580.1419,8589
59273,2013-11-02,12622,2580.1419,8589
59579,2013-11-06,14200,2580.1419,8589
59832,2013-11-10,11607,2580.1419,8589
59837,2013-11-10,12559,2580.1419,8589
59904,2013-11-11,14425,2580.1419,8589
59987,2013-11-12,13606,2580.1419,8589
60957,2013-11-27,13591,2580.1419,8589
61016,2013-11-27,15363,2580.1419,8589
61525,2013-12-04,13650,2580.1419,8589
61767,2013-12-08,12179,2580.1419,8589
62809,2013-12-25,13643,2580.1419,8589
62857,2013-12-26,12027,2580.1419,8589
62982,2013-12-28,14603,2580.1419,8589
63483,2014-01-02,11999,2580.1419,8589
63703,2014-01-06,13661,2580.1419,8589
64469,2014-01-18,15677,2580.1419,8589
64655,2014-01-20,12772,2580.1419,8589
65144,2014-01-28,14210,2580.1419,8589
65627,2014-02-03,16204,2580.1419,8589
65724,2014-02-04,17037,2580.1419,8589
65854,2014-02-06,15121,2580.1419,8589
65856,2014-02-06,14308,2580.1419,8589
66018,2014-02-09,18132,2580.1419,8589
66052,2014-02-09,15542,2580.1419,8589
66354,2014-02-14,15954,2580.1419,8589
66814,2014-02-21,15964,2580.1419,8589
68097,2014-03-12,12747,2580.1419,8589
69251,2014-03-29,16404,2580.1419,8589
69317,2014-03-30,14792,2580.1419,8589
69577,2014-03-31,12850,2580.1419,8589
70259,2014-04-09,19911,2580.1419,8589
71406,2014-04-25,17592,2580.1419,8589
71573,2014-04-28,14843,2580.1419,8589
71672,2014-04-29,18951,2580.1419,8589
72071,2014-05-03,15048,2580.1419,8589
72195,2014-05-05,20552,2580.1419,8589
72242,2014-05-05,18399,2580.1419,8589
73004,2014-05-15,18615,2580.1419,8589
73042,2014-05-16,27951,2580.1419,8589
73423,2014-05-21,15047,2580.1419,8589
73426,2014-05-21,19942,2580.1419,8589
73655,2014-05-24,21509,2580.1419,8589
73660,2014-05-24,15668,2580.1419,8589
74127,2014-05-30,13735,2580.1419,8589
54266,2013-08-12,13555,2579.5783,8655
54364,2013-08-13,11464,2579.5783,8655
56335,2013-09-17,12330,2579.5783,8655
64586,2014-01-19,15492,2579.5783,8655
67089,2014-02-26,17103,2579.5783,8655
70683,2014-04-15,14831,2579.5783,8655
72822,2014-05-13,18427,2579.5783,8655
73265,2014-05-19,26406,2579.5783,8655
65372,2014-01-29,15737,2579.3352,8663
52512,2013-07-12,11016,2577.1694,8664
54431,2013-08-15,12620,2577.1694,8664
56599,2013-09-22,12214,2577.1694,8664
56637,2013-09-22,12930,2577.1694,8664
57582,2013-10-06,13001,2577.1694,8664
59623,2013-11-06,13896,2577.1694,8664
60095,2013-11-13,12025,2577.1694,8664
60422,2013-11-18,11954,2577.1694,8664
61380,2013-12-02,15927,2577.1694,8664
61770,2013-12-08,12903,2577.1694,8664
63597,2014-01-04,15916,2577.1694,8664
66211,2014-02-12,16567,2577.1694,8664
67241,2014-02-28,11945,2577.1694,8664
67976,2014-03-10,14165,2577.1694,8664
68252,2014-03-14,13010,2577.1694,8664
70571,2014-04-13,13709,2577.1694,8664
71507,2014-04-27,19930,2577.1694,8664
71677,2014-04-29,15801,2577.1694,8664
71742,2014-04-30,17017,2577.1694,8664
72620,2014-05-10,18428,2577.1694,8664
73587,2014-05-23,13565,2577.1694,8664
51230,2013-06-02,11292,2576.8048,8685
52566,2013-07-13,11227,2576.8048,8685
57411,2013-10-03,12447,2576.8048,8685
57420,2013-10-03,12689,2576.8048,8685
57833,2013-10-11,12706,2576.8048,8685
60493,2013-11-19,14606,2576.8048,8685
60680,2013-11-22,13978,2576.8048,8685
61382,2013-12-02,15697,2576.8048,8685
64038,2014-01-11,15404,2576.8048,8685
64216,2014-01-14,15351,2576.8048,8685
64588,2014-01-19,15280,2576.8048,8685
65603,2014-02-02,15897,2576.8048,8685
66001,2014-02-08,15518,2576.8048,8685
66161,2014-02-11,18185,2576.8048,8685
66187,2014-02-11,17400,2576.8048,8685
69293,2014-03-29,12922,2576.8048,8685
70568,2014-04-13,13851,2576.8048,8685
71062,2014-04-20,17002,2576.8048,8685
72400,2014-05-07,18864,2576.8048,8685
72966,2014-05-15,13767,2576.8048,8685
73657,2014-05-24,13537,2576.8048,8685
58812,2013-10-28,11708,2574.9042,8706
63426,2014-01-02,17195,2574.9042,8706
73113,2014-05-17,20592,2574.9042,8706
51215,2013-06-01,11108,2574.639,8709
51348,2013-06-09,11167,2574.639,8709
51592,2013-06-24,11082,2574.639,8709
53707,2013-08-01,12164,2574.639,8709
54091,2013-08-08,12170,2574.639,8709
55083,2013-08-26,11964,2574.639,8709
57516,2013-10-05,13418,2574.639,8709
58335,2013-10-20,13326,2574.639,8709
58353,2013-10-21,12284,2574.639,8709
58462,2013-10-22,12693,2574.639,8709
58632,2013-10-25,13081,2574.639,8709
60877,2013-11-25,14380,2574.639,8709
61381,2013-12-02,12623,2574.639,8709
61442,2013-12-03,15700,2574.639,8709
63042,2013-12-29,12120,2574.639,8709
63730,2014-01-06,15321,2574.639,8709
64546,2014-01-19,12479,2574.639,8709
64790,2014-01-23,16826,2574.639,8709
64998,2014-01-26,15517,2574.639,8709
65373,2014-01-29,16007,2574.639,8709
66002,2014-02-08,12881,2574.639,8709
66062,2014-02-09,14263,2574.639,8709
66871,2014-02-22,14666,2574.639,8709
66944,2014-02-24,13820,2574.639,8709
67743,2014-03-06,15134,2574.639,8709
67941,2014-03-09,16095,2574.639,8709
69065,2014-03-26,15225,2574.639,8709
69214,2014-03-28,18595,2574.639,8709
69990,2014-04-05,15767,2574.639,8709
70074,2014-04-06,11044,2574.639,8709
70228,2014-04-08,13050,2574.639,8709
70323,2014-04-10,14833,2574.639,8709
70503,2014-04-12,19746,2574.639,8709
70569,2014-04-13,17007,2574.639,8709
70652,2014-04-14,15784,2574.639,8709
70849,2014-04-17,17470,2574.639,8709
71064,2014-04-20,13370,2574.639,8709
71600,2014-04-28,17401,2574.639,8709
73380,2014-05-20,18480,2574.639,8709
73837,2014-05-26,13987,2574.639,8709
51192,2013-05-31,11241,2574.6279,8749
51210,2013-06-01,11261,2574.6279,8749
51277,2013-06-05,11278,2574.6279,8749
51285,2013-06-06,12397,2574.6279,8749
51505,2013-06-19,11053,2574.6279,8749
51573,2013-06-23,11238,2574.6279,8749
51604,2013-06-25,11246,2574.6279,8749
51641,2013-06-27,11339,2574.6279,8749
51678,2013-06-29,11224,2574.6279,8749
52109,2013-07-05,11416,2574.6279,8749
52111,2013-07-05,11547,2574.6279,8749
52282,2013-07-08,11494,2574.6279,8749
52615,2013-07-15,11432,2574.6279,8749
52716,2013-07-16,11834,2574.6279,8749
52829,2013-07-18,11984,2574.6279,8749
52957,2013-07-21,11162,2574.6279,8749
53005,2013-07-23,11493,2574.6279,8749
53006,2013-07-23,11395,2574.6279,8749
53290,2013-07-28,11429,2574.6279,8749
53877,2013-08-05,12621,2574.6279,8749
53979,2013-08-07,11491,2574.6279,8749
54090,2013-08-08,12206,2574.6279,8749
54093,2013-08-08,12104,2574.6279,8749
54234,2013-08-11,12187,2574.6279,8749
54387,2013-08-14,13559,2574.6279,8749
54869,2013-08-22,11914,2574.6279,8749
54881,2013-08-23,11582,2574.6279,8749
55446,2013-08-31,12349,2574.6279,8749
55448,2013-08-31,12668,2574.6279,8749
56542,2013-09-21,13556,2574.6279,8749
56586,2013-09-21,12209,2574.6279,8749
57474,2013-10-04,11897,2574.6279,8749
57789,2013-10-11,13576,2574.6279,8749
58196,2013-10-18,13252,2574.6279,8749
58236,2013-10-18,13298,2574.6279,8749
58352,2013-10-21,12228,2574.6279,8749
58542,2013-10-24,12526,2574.6279,8749
58683,2013-10-26,13366,2574.6279,8749
58759,2013-10-27,13243,2574.6279,8749
58811,2013-10-28,13238,2574.6279,8749
59213,2013-11-01,13579,2574.6279,8749
59247,2013-11-01,13903,2574.6279,8749
59651,2013-11-07,13584,2574.6279,8749
59689,2013-11-07,13450,2574.6279,8749
59715,2013-11-08,13590,2574.6279,8749
59833,2013-11-10,12266,2574.6279,8749
60231,2013-11-15,13976,2574.6279,8749
60363,2013-11-17,14381,2574.6279,8749
60420,2013-11-18,12781,2574.6279,8749
60454,2013-11-19,11593,2574.6279,8749
60766,2013-11-24,12473,2574.6279,8749
60837,2013-11-25,15093,2574.6279,8749
61014,2013-11-27,13477,2574.6279,8749
61636,2013-12-06,12914,2574.6279,8749
62035,2013-12-13,14428,2574.6279,8749
62078,2013-12-13,11992,2574.6279,8749
62142,2013-12-14,13128,2574.6279,8749
62178,2013-12-15,12211,2574.6279,8749
62482,2013-12-20,15920,2574.6279,8749
62665,2013-12-23,12902,2574.6279,8749
63506,2014-01-03,16585,2574.6279,8749
63669,2014-01-05,12756,2574.6279,8749
63792,2014-01-07,12771,2574.6279,8749
63930,2014-01-09,12773,2574.6279,8749
64126,2014-01-13,17191,2574.6279,8749
64251,2014-01-15,12487,2574.6279,8749
64312,2014-01-16,15702,2574.6279,8749
64391,2014-01-17,16831,2574.6279,8749
64619,2014-01-20,12388,2574.6279,8749
64735,2014-01-22,17181,2574.6279,8749
65021,2014-01-27,12499,2574.6279,8749
66030,2014-02-09,18136,2574.6279,8749
66091,2014-02-10,13765,2574.6279,8749
67025,2014-02-25,12480,2574.6279,8749
67088,2014-02-26,12624,2574.6279,8749
67143,2014-02-27,18164,2574.6279,8749
67240,2014-02-28,15568,2574.6279,8749
67428,2014-03-02,14697,2574.6279,8749
67551,2014-03-03,15150,2574.6279,8749
67583,2014-03-04,19027,2574.6279,8749
67909,2014-03-09,14776,2574.6279,8749
68160,2014-03-13,14770,2574.6279,8749
68240,2014-03-14,18433,2574.6279,8749
68349,2014-03-16,19069,2574.6279,8749
68599,2014-03-19,16146,2574.6279,8749
68821,2014-03-23,12549,2574.6279,8749
69288,2014-03-29,13063,2574.6279,8749
69578,2014-03-31,12820,2574.6279,8749
69803,2014-04-03,17647,2574.6279,8749
69982,2014-04-05,13383,2574.6279,8749
70173,2014-04-08,19943,2574.6279,8749
71059,2014-04-20,12423,2574.6279,8749
72284,2014-05-06,13538,2574.6279,8749
72591,2014-05-10,21542,2574.6279,8749
72701,2014-05-11,16661,2574.6279,8749
72769,2014-05-12,18497,2574.6279,8749
72870,2014-05-14,13545,2574.6279,8749
73007,2014-05-15,13853,2574.6279,8749
73041,2014-05-16,15453,2574.6279,8749
73116,2014-05-17,17767,2574.6279,8749
73151,2014-05-17,18876,2574.6279,8749
73267,2014-05-19,25786,2574.6279,8749
73349,2014-05-20,15619,2574.6279,8749
73470,2014-05-21,16639,2574.6279,8749
74036,2014-05-29,13548,2574.6279,8749
74063,2014-05-29,18827,2574.6279,8749
74106,2014-05-30,16250,2574.6279,8749
48352,2012-10-30,29730,2573.0201,8856
51489,2013-06-18,11289,2571.5671,8857
62619,2013-12-22,15567,2571.5671,8857
56336,2013-09-17,11612,2571.2908,8859
66064,2014-02-09,14235,2571.2908,8859
66137,2014-02-10,14302,2571.2908,8859
66190,2014-02-11,15969,2571.2908,8859
70135,2014-04-07,17623,2571.2908,8859
71744,2014-04-30,18922,2571.2908,8859
46623,2012-05-30,30114,2570.9074,8865
59057,2013-10-30,29635,2570.2526,8866
53761,2013-08-02,12114,2570.1858,8867
56127,2013-09-13,12648,2570.1858,8867
56587,2013-09-21,12362,2570.1858,8867
56835,2013-09-26,11690,2570.1858,8867
57669,2013-10-08,14281,2570.1858,8867
58684,2013-10-26,13415,2570.1858,8867
61670,2013-12-07,15354,2570.1858,8867
62567,2013-12-21,13619,2570.1858,8867
64468,2014-01-18,16823,2570.1858,8867
65610,2014-02-02,15122,2570.1858,8867
65723,2014-02-04,13241,2570.1858,8867
66481,2014-02-16,15965,2570.1858,8867
68326,2014-03-15,15228,2570.1858,8867
68407,2014-03-17,14700,2570.1858,8867
68595,2014-03-19,16893,2570.1858,8867
69219,2014-03-28,12947,2570.1858,8867
70031,2014-04-06,14929,2570.1858,8867
71061,2014-04-20,16968,2570.1858,8867
71257,2014-04-23,17264,2570.1858,8867
71540,2014-04-27,13269,2570.1858,8867
73226,2014-05-18,18594,2570.1858,8867
53651,2013-07-31,12102,2569.0366,8888
58071,2013-10-16,12263,2569.0366,8888
61410,2013-12-02,14648,2569.0366,8888
66053,2014-02-09,16079,2569.0366,8888
71323,2014-04-24,17508,2569.0366,8888
73766,2014-05-25,16350,2569.0366,8888
51289,2013-06-06,11084,2566.1194,8894
51556,2013-06-22,11022,2566.1194,8894
52022,2013-07-03,11488,2566.1194,8894
52266,2013-07-07,11885,2566.1194,8894
52320,2013-07-08,11678,2566.1194,8894
52658,2013-07-15,11825,2566.1194,8894
52959,2013-07-21,11459,2566.1194,8894
53121,2013-07-24,11160,2566.1194,8894
53712,2013-08-01,11462,2566.1194,8894
54104,2013-08-09,12607,2566.1194,8894
55142,2013-08-28,11433,2566.1194,8894
56214,2013-09-14,13189,2566.1194,8894
56268,2013-09-15,11472,2566.1194,8894
56960,2013-09-29,13251,2566.1194,8894
57227,2013-09-30,14118,2566.1194,8894
57243,2013-10-01,12301,2566.1194,8894
60094,2013-11-13,13873,2566.1194,8894
60099,2013-11-13,11774,2566.1194,8894
60419,2013-11-18,11812,2566.1194,8894
60895,2013-11-26,13607,2566.1194,8894
62144,2013-12-14,13953,2566.1194,8894
62222,2013-12-15,11031,2566.1194,8894
62277,2013-12-16,13636,2566.1194,8894
62511,2013-12-20,12096,2566.1194,8894
63471,2014-01-02,12442,2566.1194,8894
63481,2014-01-02,14224,2566.1194,8894
63667,2014-01-05,12777,2566.1194,8894
63801,2014-01-07,14020,2566.1194,8894
63931,2014-01-09,16810,2566.1194,8894
63985,2014-01-10,14065,2566.1194,8894
64166,2014-01-13,14047,2566.1194,8894
64429,2014-01-17,15372,2566.1194,8894
64939,2014-01-25,13960,2566.1194,8894
65329,2014-01-29,17225,2566.1194,8894
65371,2014-01-29,17403,2566.1194,8894
65602,2014-02-02,15841,2566.1194,8894
65952,2014-02-08,18131,2566.1194,8894
66054,2014-02-09,15941,2566.1194,8894
66479,2014-02-16,12884,2566.1194,8894
66778,2014-02-21,19034,2566.1194,8894
67581,2014-03-04,16425,2566.1194,8894
67740,2014-03-06,16145,2566.1194,8894
67849,2014-03-08,19057,2566.1194,8894
68381,2014-03-16,16101,2566.1194,8894
68384,2014-03-16,15185,2566.1194,8894
68509,2014-03-18,16868,2566.1194,8894
69097,2014-03-27,14720,2566.1194,8894
69580,2014-03-31,20549,2566.1194,8894
70354,2014-04-10,13361,2566.1194,8894
70719,2014-04-15,16979,2566.1194,8894
70761,2014-04-16,19325,2566.1194,8894
70955,2014-04-19,19944,2566.1194,8894
71028,2014-04-20,19048,2566.1194,8894
71101,2014-04-21,12858,2566.1194,8894
71250,2014-04-23,13398,2566.1194,8894
71472,2014-04-26,15729,2566.1194,8894
71599,2014-04-28,18882,2566.1194,8894
71746,2014-04-30,13225,2566.1194,8894
72322,2014-05-06,21138,2566.1194,8894
72365,2014-05-07,13666,2566.1194,8894
72484,2014-05-08,16657,2566.1194,8894
72708,2014-05-11,16637,2566.1194,8894
72796,2014-05-13,21828,2566.1194,8894
73308,2014-05-19,13712,2566.1194,8894
73508,2014-05-22,15081,2566.1194,8894
73692,2014-05-24,16631,2566.1194,8894
73991,2014-05-28,18586,2566.1194,8894
74131,2014-05-30,18418,2566.1194,8894
51293,2013-06-06,11060,2563.589,8962
51305,2013-06-07,11242,2563.589,8962
51310,2013-06-07,11328,2563.589,8962
51324,2013-06-08,11155,2563.589,8962
51388,2013-06-11,11455,2563.589,8962
51398,2013-06-12,11154,2563.589,8962
51516,2013-06-20,11237,2563.589,8962
51577,2013-06-23,11042,2563.589,8962
51667,2013-06-28,11069,2563.589,8962
51682,2013-06-29,11057,2563.589,8962
51878,2013-06-30,11468,2563.589,8962
52514,2013-07-12,11675,2563.589,8962
52567,2013-07-13,11329,2563.589,8962
52657,2013-07-15,11817,2563.589,8962
52825,2013-07-18,11826,2563.589,8962
53656,2013-07-31,11908,2563.589,8962
53664,2013-08-01,12305,2563.589,8962
53721,2013-08-02,11568,2563.589,8962
53768,2013-08-02,11754,2563.589,8962
53865,2013-08-04,11768,2563.589,8962
54255,2013-08-12,12398,2563.589,8962
54306,2013-08-12,11910,2563.589,8962
54365,2013-08-13,11893,2563.589,8962
54376,2013-08-14,11570,2563.589,8962
54590,2013-08-18,11564,2563.589,8962
54603,2013-08-18,11603,2563.589,8962
54809,2013-08-21,11465,2563.589,8962
54927,2013-08-23,11969,2563.589,8962
55442,2013-08-31,12364,2563.589,8962
55795,2013-09-06,12438,2563.589,8962
55813,2013-09-07,12282,2563.589,8962
56106,2013-09-12,12918,2563.589,8962
56175,2013-09-13,12942,2563.589,8962
56323,2013-09-16,12671,2563.589,8962
56472,2013-09-19,12917,2563.589,8962
56688,2013-09-23,12674,2563.589,8962
56740,2013-09-24,11624,2563.589,8962
56900,2013-09-27,12350,2563.589,8962
56902,2013-09-27,12004,2563.589,8962
56998,2013-09-29,13190,2563.589,8962
57289,2013-10-01,13377,2563.589,8962
57578,2013-10-06,13250,2563.589,8962
57580,2013-10-06,13414,2563.589,8962
57747,2013-10-10,12619,2563.589,8962
57847,2013-10-12,11588,2563.589,8962
58111,2013-10-16,11743,2563.589,8962
58177,2013-10-17,13287,2563.589,8962
58251,2013-10-19,12300,2563.589,8962
58340,2013-10-20,13006,2563.589,8962
58460,2013-10-22,12990,2563.589,8962
58574,2013-10-24,11912,2563.589,8962
59151,2013-10-31,15095,2563.589,8962
59580,2013-11-06,12382,2563.589,8962
59626,2013-11-06,14377,2563.589,8962
59834,2013-11-10,14189,2563.589,8962
59951,2013-11-11,13887,2563.589,8962
59957,2013-11-11,13438,2563.589,8962
59985,2013-11-12,12632,2563.589,8962
60291,2013-11-16,13464,2563.589,8962
60361,2013-11-17,11811,2563.589,8962
60456,2013-11-19,12808,2563.589,8962
60876,2013-11-25,13904,2563.589,8962
61035,2013-11-28,14181,2563.589,8962
61359,2013-12-01,14420,2563.589,8962
61549,2013-12-05,13562,2563.589,8962
61637,2013-12-06,14412,2563.589,8962
61669,2013-12-07,12212,2563.589,8962
61794,2013-12-09,15080,2563.589,8962
61913,2013-12-10,11991,2563.589,8962
62143,2013-12-14,13632,2563.589,8962
62411,2013-12-19,15710,2563.589,8962
62459,2013-12-19,13644,2563.589,8962
62739,2013-12-24,11030,2563.589,8962
63338,2013-12-31,15419,2563.589,8962
63349,2013-12-31,14071,2563.589,8962
63823,2014-01-08,12383,2563.589,8962
64106,2014-01-12,14070,2563.589,8962
64107,2014-01-12,14051,2563.589,8962
64768,2014-01-22,16758,2563.589,8962
64864,2014-01-24,13689,2563.589,8962
65442,2014-01-30,14322,2563.589,8962
65491,2014-01-31,13209,2563.589,8962
65549,2014-02-01,11038,2563.589,8962
65681,2014-02-04,13693,2563.589,8962
65858,2014-02-06,14277,2563.589,8962
66140,2014-02-10,11035,2563.589,8962
66271,2014-02-13,12464,2563.589,8962
66327,2014-02-14,13690,2563.589,8962
66380,2014-02-15,12483,2563.589,8962
66409,2014-02-15,13271,2563.589,8962
66820,2014-02-21,14301,2563.589,8962
67134,2014-02-26,14230,2563.589,8962
67239,2014-02-28,15915,2563.589,8962
67387,2014-03-01,16148,2563.589,8962
67497,2014-03-03,12547,2563.589,8962
67829,2014-03-07,15595,2563.589,8962
67942,2014-03-09,15170,2563.589,8962
68099,2014-03-12,19036,2563.589,8962
68548,2014-03-19,19046,2563.589,8962
68598,2014-03-19,16114,2563.589,8962
68605,2014-03-19,15226,2563.589,8962
68628,2014-03-20,17985,2563.589,8962
68718,2014-03-21,16753,2563.589,8962
68822,2014-03-23,19035,2563.589,8962
68870,2014-03-23,15597,2563.589,8962
69031,2014-03-26,18168,2563.589,8962
69061,2014-03-26,12912,2563.589,8962
69220,2014-03-28,16081,2563.589,8962
69298,2014-03-29,15182,2563.589,8962
69367,2014-03-30,16881,2563.589,8962
69992,2014-04-05,16157,2563.589,8962
70152,2014-04-07,16158,2563.589,8962
70258,2014-04-09,19298,2563.589,8962
70355,2014-04-10,13214,2563.589,8962
70501,2014-04-12,20035,2563.589,8962
70504,2014-04-12,13165,2563.589,8962
70505,2014-04-12,13210,2563.589,8962
70807,2014-04-16,15765,2563.589,8962
70987,2014-04-19,17537,2563.589,8962
70996,2014-04-19,17140,2563.589,8962
71065,2014-04-20,17268,2563.589,8962
71408,2014-04-25,18351,2563.589,8962
71598,2014-04-28,16989,2563.589,8962
71755,2014-04-30,15793,2563.589,8962
71982,2014-05-01,18527,2563.589,8962
72143,2014-05-04,12834,2563.589,8962
72418,2014-05-07,13110,2563.589,8962
72653,2014-05-11,17780,2563.589,8962
72657,2014-05-11,21537,2563.589,8962
72821,2014-05-13,18643,2563.589,8962
72871,2014-05-14,20558,2563.589,8962
